,Date (America/Chicago),"Maschhoff_G1TC_RM1_CC Temp shock - color
 (MO201901-5K656G4J)","Maschhoff_G1TC_RM1_CC Temp (°C) - data
 (MO201901-5K656G4J)","Maschhoff_G1TC_RM1_CC ReHS - color
 (MO201901-5K656G4J)","Maschhoff_G1TC_RM1_CC ReHS - data
 (MO201901-5K656G4J)","Maschhoff_G1TC_RM1_N Temp shock - color
 (MO202101-LPSDQKHB)","Maschhoff_G1TC_RM1_N Temp (°C) - data
 (MO202101-LPSDQKHB)","Maschhoff_G1TC_RM1_N ReHS - color
 (MO202101-LPSDQKHB)","Maschhoff_G1TC_RM1_N ReHS - data
 (MO202101-LPSDQKHB)","Maschhoff_G1TC_RM1_NC Temp shock - color
 (MO201901-CP26R28V)","Maschhoff_G1TC_RM1_NC Temp (°C) - data
 (MO201901-CP26R28V)","Maschhoff_G1TC_RM1_NC ReHS - color
 (MO201901-CP26R28V)","Maschhoff_G1TC_RM1_NC ReHS - data
 (MO201901-CP26R28V)","Maschhoff_G1TC_RM1_S Temp shock - color
 (MO201601-FTC7LCLZ)","Maschhoff_G1TC_RM1_S Temp (°C) - data
 (MO201601-FTC7LCLZ)","Maschhoff_G1TC_RM1_S ReHS - color
 (MO201601-FTC7LCLZ)","Maschhoff_G1TC_RM1_S ReHS - data
 (MO201601-FTC7LCLZ)","Maschhoff_G1TC_RM1_SC Temp shock - color
 (MO202201-X2LJ7F79)","Maschhoff_G1TC_RM1_SC Temp (°C) - data
 (MO202201-X2LJ7F79)","Maschhoff_G1TC_RM1_SC ReHS - color
 (MO202201-X2LJ7F79)","Maschhoff_G1TC_RM1_SC ReHS - data
 (MO202201-X2LJ7F79)","Maschhoff_G1TC_RM2_CC Temp shock - color
 (MO201601-9CXHNX97)","Maschhoff_G1TC_RM2_CC Temp (°C) - data
 (MO201601-9CXHNX97)","Maschhoff_G1TC_RM2_CC ReHS - color
 (MO201601-9CXHNX97)","Maschhoff_G1TC_RM2_CC ReHS - data
 (MO201601-9CXHNX97)","Maschhoff_G1TC_RM2_N Temp shock - color
 (MO201901-2MLQLGBV)","Maschhoff_G1TC_RM2_N Temp (°C) - data
 (MO201901-2MLQLGBV)","Maschhoff_G1TC_RM2_N ReHS - color
 (MO201901-2MLQLGBV)","Maschhoff_G1TC_RM2_N ReHS - data
 (MO201901-2MLQLGBV)","Maschhoff_G1TC_RM2_NC Temp shock - color
 (MO202601-HV4JJK6F)","Maschhoff_G1TC_RM2_NC Temp (°C) - data
 (MO202601-HV4JJK6F)","Maschhoff_G1TC_RM2_NC ReHS - color
 (MO202601-HV4JJK6F)","Maschhoff_G1TC_RM2_NC ReHS - data
 (MO202601-HV4JJK6F)","Maschhoff_G1TC_RM2_S Temp shock - color
 (MO201901-2BC5ZZKR)","Maschhoff_G1TC_RM2_S Temp (°C) - data
 (MO201901-2BC5ZZKR)","Maschhoff_G1TC_RM2_S ReHS - color
 (MO201901-2BC5ZZKR)","Maschhoff_G1TC_RM2_S ReHS - data
 (MO201901-2BC5ZZKR)","Maschhoff_G1TC_RM2_SC Temp shock - color
 (MO201401-P9DTQ8WT)","Maschhoff_G1TC_RM2_SC Temp (°C) - data
 (MO201401-P9DTQ8WT)","Maschhoff_G1TC_RM2_SC ReHS - color
 (MO201401-P9DTQ8WT)","Maschhoff_G1TC_RM2_SC ReHS - data
 (MO201401-P9DTQ8WT)"
248,2021-08-26,green,26.0,green,97.0,green,27.0,green,90.0,blue,,blue,,green,27.0,green,99.0,green,28.5,green,99.0,green,27.5,green,98.0,green,27.0,green,95.0,blue,,blue,,green,27.5,green,99.0,green,27.5,green,98.0
249,2021-08-27,yellow,27.0,green,97.0,yellow,27.5,green,95.0,blue,,blue,,yellow,27.5,green,98.0,green,29.5,green,97.0,yellow,28.0,green,98.0,yellow,27.5,green,98.0,blue,,blue,,yellow,28.5,green,99.0,green,28.0,green,98.0
250,2021-08-28,green,27.0,green,99.0,green,28.0,green,95.0,blue,,blue,,green,28.5,green,99.0,green,29.0,green,99.0,green,28.5,green,98.0,green,28.0,green,98.0,blue,,blue,,green,28.5,green,98.0,green,28.0,green,98.0
251,2021-08-29,yellow,26.5,green,98.0,yellow,27.5,green,95.0,blue,,blue,,yellow,28.0,green,98.0,yellow,29.0,green,99.0,yellow,28.0,green,93.0,yellow,27.5,green,95.0,blue,,blue,,yellow,28.0,green,99.0,green,28.0,green,99.0
252,2021-08-30,green,25.0,green,97.0,green,26.0,green,99.0,green,,blue,,green,26.5,green,99.0,green,27.5,green,97.0,green,26.5,green,93.0,green,26.0,green,95.0,blue,,blue,,green,27.0,green,99.0,green,26.5,green,97.0
253,2021-08-31,green,24.0,green,98.0,green,25.0,green,97.0,green,26.5,blue,,green,25.5,green,98.0,green,27.0,green,98.0,green,26.0,green,94.0,green,25.0,green,95.0,blue,,blue,,green,26.0,green,99.0,green,25.5,green,97.0
254,2021-09-01,green,24.5,green,95.0,green,24.5,green,97.0,green,25.5,green,89.0,green,25.0,green,99.0,green,27.0,green,93.0,green,25.5,green,96.0,green,24.5,green,97.0,blue,,blue,,green,26.0,green,99.0,green,26.0,green,97.0
255,2021-09-02,green,23.5,green,96.0,green,24.0,green,91.0,green,25.0,green,86.0,green,23.5,green,96.0,green,26.0,green,80.0,green,25.0,green,91.0,green,24.0,green,95.0,blue,,blue,,green,25.0,green,97.0,green,25.0,green,94.0
256,2021-09-03,green,23.5,green,95.0,green,24.0,green,91.0,green,25.0,green,86.0,green,23.5,green,97.0,green,26.0,green,90.0,green,25.0,green,92.0,green,24.5,green,90.0,blue,,blue,,green,25.0,green,96.0,green,25.0,green,95.0
257,2021-09-04,green,23.5,green,91.0,green,25.0,green,91.0,green,25.5,green,87.0,green,25.0,green,99.0,green,26.5,green,93.0,green,25.5,green,94.0,green,25.5,green,81.0,blue,,blue,,green,25.5,green,96.0,green,25.5,green,96.0
258,2021-09-05,green,24.0,green,93.0,green,24.5,green,91.0,green,25.5,green,89.0,green,24.5,green,95.0,green,27.0,green,93.0,green,25.5,green,87.0,green,24.5,green,89.0,blue,,blue,,green,26.0,green,98.0,green,25.5,green,97.0
259,2021-09-06,yellow,25.0,green,92.0,green,25.5,green,92.0,green,26.5,green,84.0,yellow,25.5,green,99.0,green,27.5,green,97.0,green,26.0,green,92.0,green,25.5,green,83.0,blue,,blue,,green,26.5,green,99.0,green,26.0,green,93.0
260,2021-09-07,yellow,25.5,green,86.0,yellow,26.5,green,91.0,yellow,27.0,green,79.0,yellow,26.5,green,99.0,green,28.0,green,96.0,yellow,27.0,green,95.0,yellow,26.5,green,85.0,yellow,27.5,blue,,yellow,27.0,green,98.0,green,26.5,green,97.0
261,2021-09-08,green,24.0,green,80.0,green,24.0,green,92.0,green,25.0,green,78.0,yellow,24.0,green,97.0,green,26.5,green,91.0,green,25.0,green,86.0,green,24.0,green,75.0,green,24.0,green,90.0,green,25.0,green,99.0,green,25.0,green,85.0
262,2021-09-09,green,24.0,green,84.0,green,24.0,green,88.0,green,25.0,green,72.0,yellow,23.5,green,92.0,green,26.5,green,89.0,green,25.0,green,91.0,green,24.0,green,68.0,green,24.0,green,93.0,green,25.0,blue,,green,25.0,green,87.0
263,2021-09-10,green,24.5,green,85.0,green,25.0,green,81.0,green,26.0,yellow,53.0,green,24.5,green,97.0,green,27.0,green,92.0,green,25.5,green,94.0,green,25.0,green,73.0,green,24.5,green,91.0,green,26.0,green,97.0,green,25.5,green,91.0
264,2021-09-11,green,25.5,green,89.0,green,26.0,green,63.0,green,27.0,yellow,45.0,green,26.5,green,98.0,green,28.5,green,96.0,green,27.0,green,95.0,green,26.5,green,74.0,green,26.0,green,85.0,green,27.0,green,99.0,green,27.0,green,92.0
265,2021-09-12,yellow,25.5,green,88.0,green,26.5,yellow,54.0,green,27.5,red,37.0,yellow,27.0,green,96.0,green,28.5,green,97.0,green,27.0,green,94.0,green,27.0,green,73.0,green,26.0,green,86.0,green,27.5,green,99.0,green,27.0,green,95.0
266,2021-09-13,green,25.5,green,94.0,green,26.0,yellow,51.0,green,27.5,yellow,56.0,green,26.5,green,99.0,green,28.5,green,94.0,green,27.0,green,96.0,green,27.0,green,79.0,green,26.0,green,91.0,green,27.0,green,97.0,green,27.0,green,96.0
267,2021-09-14,green,25.5,green,95.0,green,26.5,yellow,55.0,green,27.5,green,73.0,green,27.0,green,97.0,green,28.0,green,94.0,green,27.0,green,95.0,green,27.0,green,82.0,green,26.0,green,90.0,green,27.0,green,99.0,green,27.0,green,93.0
268,2021-09-15,green,24.5,green,94.0,green,23.5,green,68.0,green,25.0,green,86.0,green,24.5,green,96.0,green,27.0,green,90.0,green,25.0,green,96.0,green,24.0,green,85.0,green,24.0,green,92.0,green,25.5,green,99.0,green,25.0,green,94.0
269,2021-09-16,yellow,24.0,green,95.0,green,25.0,green,76.0,green,25.5,green,90.0,yellow,24.5,green,99.0,green,27.0,green,93.0,green,25.0,green,94.0,green,24.5,green,86.0,green,24.5,green,93.0,green,25.5,green,99.0,green,25.0,green,88.0
270,2021-09-17,yellow,25.0,green,94.0,green,26.0,green,78.0,yellow,26.0,green,89.0,yellow,25.5,green,99.0,green,27.5,green,93.0,yellow,26.0,green,97.0,yellow,26.0,green,89.0,yellow,25.0,green,94.0,yellow,26.5,green,99.0,green,26.0,green,93.0
271,2021-09-18,yellow,25.0,green,97.0,yellow,26.5,green,86.0,yellow,27.0,green,93.0,yellow,26.5,green,99.0,green,28.0,green,88.0,yellow,26.5,green,94.0,yellow,26.5,green,91.0,yellow,25.5,green,95.0,yellow,27.0,green,98.0,green,26.5,green,92.0
272,2021-09-19,green,25.0,green,97.0,green,26.5,green,91.0,green,27.0,green,94.0,green,26.5,green,98.0,green,28.0,green,98.0,green,26.5,green,98.0,yellow,26.5,green,89.0,yellow,25.5,green,96.0,green,27.0,green,97.0,green,26.5,green,92.0
273,2021-09-20,green,25.5,green,98.0,yellow,26.5,green,95.0,green,27.5,green,95.0,green,27.0,green,98.0,green,28.0,green,97.0,yellow,26.5,green,98.0,yellow,26.5,green,96.0,yellow,26.0,green,96.0,green,27.0,green,99.0,green,26.5,green,97.0
274,2021-09-21,green,22.0,green,96.0,green,24.5,green,92.0,green,24.0,green,95.0,green,23.0,green,99.0,green,25.5,green,92.0,green,24.5,green,98.0,green,24.5,green,95.0,green,23.0,green,98.0,green,24.0,green,97.0,green,24.0,green,95.0
275,2021-09-22,green,22.0,green,97.0,green,23.5,green,95.0,green,24.0,green,96.0,green,21.5,green,98.0,green,25.0,green,92.0,green,23.5,green,98.0,green,23.0,green,95.0,green,23.0,green,98.0,green,23.5,green,98.0,green,23.5,green,96.0
276,2021-09-23,green,22.5,green,80.0,green,23.5,green,92.0,green,24.0,green,86.0,green,22.0,green,98.0,green,25.0,green,94.0,green,23.5,green,96.0,green,22.5,green,91.0,green,22.5,green,97.0,green,23.5,green,99.0,green,23.0,green,91.0
277,2021-09-24,green,23.0,green,86.0,green,24.0,green,93.0,green,25.0,green,84.0,yellow,23.0,green,99.0,green,26.0,green,95.0,green,24.0,green,97.0,green,23.5,green,88.0,green,23.5,green,95.0,green,24.0,green,96.0,green,24.0,green,97.0
278,2021-09-25,green,22.5,green,93.0,green,24.0,green,93.0,green,24.5,green,91.0,green,22.5,green,99.0,green,25.5,green,98.0,green,23.5,green,97.0,green,23.5,green,88.0,green,23.0,green,95.0,green,23.5,green,99.0,green,23.5,green,94.0
279,2021-09-26,green,23.5,green,96.0,green,24.5,green,97.0,green,25.5,green,92.0,green,24.0,green,99.0,green,26.5,green,96.0,green,25.0,green,99.0,green,24.5,green,87.0,green,24.0,green,95.0,green,25.0,green,98.0,green,24.5,green,97.0
280,2021-09-27,yellow,25.5,green,90.0,yellow,26.5,green,94.0,yellow,27.0,green,86.0,yellow,27.0,green,99.0,yellow,28.0,green,96.0,yellow,26.5,green,98.0,yellow,26.5,green,89.0,yellow,26.0,green,94.0,yellow,26.5,green,99.0,yellow,26.5,green,93.0
281,2021-09-28,yellow,24.5,green,92.0,yellow,25.5,green,95.0,yellow,26.0,green,87.0,green,26.0,green,98.0,green,27.0,green,98.0,yellow,25.5,green,98.0,yellow,25.0,green,89.0,yellow,24.5,green,93.0,yellow,25.5,green,99.0,green,25.5,green,96.0
282,2021-09-29,green,24.5,green,96.0,green,25.5,green,94.0,green,26.5,green,86.0,green,26.0,green,99.0,green,27.5,green,99.0,green,26.0,green,94.0,green,25.5,green,93.0,green,25.0,green,91.0,yellow,26.0,green,99.0,green,26.0,green,95.0
283,2021-09-30,green,24.5,green,96.0,green,25.5,green,90.0,green,26.5,green,87.0,green,26.0,green,99.0,green,27.0,green,98.0,yellow,25.5,green,96.0,yellow,25.5,green,94.0,green,25.0,green,91.0,yellow,26.0,green,99.0,green,26.0,green,88.0
284,2021-10-01,green,23.5,green,96.0,green,25.0,green,91.0,green,25.5,green,82.0,green,25.5,green,99.0,green,26.5,green,98.0,green,25.0,green,93.0,green,24.5,green,90.0,green,24.0,green,86.0,green,25.0,green,98.0,green,25.0,green,94.0
285,2021-10-02,green,23.5,green,95.0,green,24.0,green,90.0,green,25.0,green,91.0,green,25.5,green,98.0,green,26.0,green,98.0,green,24.5,green,90.0,green,24.0,green,90.0,green,23.5,green,84.0,green,24.5,green,99.0,green,25.0,green,96.0
286,2021-10-03,green,22.5,green,97.0,green,23.5,green,93.0,green,24.5,green,92.0,green,25.0,green,99.0,green,25.5,green,98.0,green,23.5,green,94.0,green,24.0,green,90.0,green,23.0,green,84.0,green,24.0,green,99.0,green,24.5,green,96.0
287,2021-10-04,green,22.0,green,98.0,green,23.5,green,94.0,green,24.0,green,98.0,green,24.0,green,98.0,green,25.5,green,98.0,green,23.5,green,97.0,green,23.0,green,95.0,green,22.5,green,88.0,green,23.5,green,98.0,green,24.0,green,92.0
288,2021-10-05,green,22.0,green,99.0,green,23.0,green,92.0,green,23.5,green,93.0,green,24.0,green,99.0,green,25.0,green,98.0,green,24.0,green,96.0,green,23.0,green,89.0,green,22.0,green,90.0,green,23.0,green,99.0,green,24.0,green,94.0
289,2021-10-06,green,22.0,green,98.0,green,23.0,green,96.0,green,23.5,green,94.0,green,24.0,green,97.0,green,25.0,green,98.0,green,24.0,green,98.0,green,23.0,green,89.0,green,22.0,green,90.0,green,23.5,green,96.0,green,24.0,green,97.0
290,2021-10-07,green,22.5,green,98.0,green,23.0,green,95.0,green,23.5,green,93.0,green,24.5,green,99.0,green,25.0,green,98.0,green,23.5,green,97.0,green,23.0,green,91.0,green,22.5,green,91.0,green,23.5,green,99.0,green,24.0,green,95.0
291,2021-10-08,green,22.5,green,98.0,green,23.5,green,96.0,green,24.5,green,96.0,green,24.5,green,99.0,green,25.5,green,98.0,green,24.0,green,98.0,green,23.5,green,93.0,green,22.5,green,91.0,green,24.0,green,99.0,green,24.0,green,95.0
292,2021-10-09,green,24.0,green,98.0,green,25.0,green,97.0,green,25.5,green,95.0,green,26.0,green,99.0,green,26.5,green,99.0,green,25.0,green,98.0,green,24.5,green,90.0,green,24.0,green,91.0,green,25.5,green,99.0,green,25.0,green,95.0
293,2021-10-10,yellow,24.5,green,99.0,yellow,24.5,green,93.0,yellow,25.5,green,89.0,green,26.5,green,96.0,green,26.5,green,98.0,yellow,25.5,green,95.0,yellow,24.5,green,92.0,yellow,24.5,green,89.0,green,26.0,green,99.0,green,25.5,green,98.0
294,2021-10-11,green,22.0,green,99.0,green,22.5,green,83.0,green,23.5,green,90.0,green,24.5,green,99.0,green,25.0,green,97.0,green,23.5,green,97.0,green,22.5,green,94.0,green,22.0,green,89.0,green,23.5,green,99.0,green,24.0,green,95.0
295,2021-10-12,green,21.5,green,99.0,green,23.0,green,78.0,green,23.5,green,93.0,green,23.5,green,96.0,green,24.5,green,99.0,green,23.5,green,96.0,green,22.5,green,88.0,green,22.0,green,89.0,green,23.0,green,98.0,green,23.5,green,91.0
296,2021-10-13,green,22.5,green,97.0,green,23.5,green,91.0,green,24.0,green,88.0,green,24.0,green,99.0,green,25.0,green,98.0,green,24.0,green,97.0,green,23.0,green,88.0,green,22.5,green,91.0,green,24.0,green,99.0,green,24.0,green,97.0
297,2021-10-14,green,22.5,green,99.0,green,22.5,green,91.0,green,23.0,green,88.0,green,24.0,green,99.0,green,24.5,green,98.0,green,23.0,green,98.0,green,23.0,green,86.0,green,22.0,green,92.0,green,22.5,green,99.0,green,23.5,green,97.0
298,2021-10-15,green,22.0,green,99.0,green,23.0,green,94.0,green,23.0,green,87.0,green,22.5,green,99.0,green,24.0,green,96.0,green,23.0,green,95.0,green,22.5,green,87.0,green,21.5,green,92.0,green,22.0,green,99.0,green,23.0,green,98.0
299,2021-10-16,green,22.0,green,99.0,green,23.0,green,97.0,green,23.0,green,92.0,green,22.0,green,99.0,green,24.5,green,98.0,green,22.5,green,94.0,green,21.5,green,90.0,green,21.5,green,92.0,green,22.0,green,98.0,green,22.5,green,95.0
300,2021-10-17,green,22.0,green,98.0,green,22.5,green,87.0,green,23.0,green,94.0,green,22.5,green,99.0,green,24.5,green,98.0,green,22.5,green,95.0,green,21.5,green,91.0,green,21.5,green,90.0,green,22.5,green,98.0,green,23.0,green,97.0
301,2021-10-18,green,22.5,green,99.0,green,23.0,green,95.0,green,23.5,green,96.0,green,23.5,green,99.0,green,24.5,green,99.0,green,23.0,green,98.0,green,22.5,green,92.0,green,22.0,green,92.0,green,23.0,green,99.0,green,23.0,green,98.0
302,2021-10-19,green,22.0,green,98.0,green,22.5,green,97.0,green,23.0,green,97.0,green,23.0,green,97.0,green,24.5,green,98.0,green,23.0,green,98.0,green,22.0,green,92.0,green,21.5,green,90.0,green,22.5,green,98.0,green,23.0,green,98.0
303,2021-10-20,green,22.5,green,99.0,green,22.5,green,95.0,green,23.5,green,98.0,green,24.0,green,98.0,green,25.0,green,98.0,green,23.5,green,97.0,green,22.5,green,88.0,green,22.0,green,92.0,green,23.5,green,99.0,green,23.5,green,99.0
304,2021-10-21,green,22.0,green,99.0,green,22.5,green,96.0,green,22.0,green,95.0,green,21.0,green,99.0,green,24.0,green,99.0,green,22.5,green,95.0,green,22.0,green,90.0,green,20.5,green,92.0,green,21.5,green,99.0,green,22.5,green,94.0
305,2021-10-22,green,22.0,green,99.0,green,22.0,green,96.0,green,21.0,green,96.0,green,21.0,green,99.0,green,23.5,green,98.0,green,22.5,green,98.0,green,22.0,green,93.0,green,20.0,green,90.0,green,21.0,green,99.0,green,22.5,green,88.0
306,2021-10-23,green,21.5,green,98.0,green,22.0,green,98.0,green,22.0,green,98.0,green,21.5,green,98.0,green,23.0,green,99.0,green,22.5,green,97.0,green,22.0,green,95.0,green,21.0,green,94.0,green,22.0,green,99.0,green,22.5,green,98.0
307,2021-10-24,green,22.0,green,99.0,green,22.0,green,99.0,green,22.0,green,98.0,green,21.5,green,99.0,green,24.0,green,98.0,green,23.0,green,99.0,green,22.5,green,99.0,green,20.5,green,94.0,green,22.0,green,99.0,green,23.0,green,98.0
308,2021-10-25,green,21.5,green,99.0,green,22.5,green,98.0,green,21.0,green,99.0,yellow,20.5,green,99.0,green,23.0,green,99.0,green,22.5,green,99.0,green,22.0,green,98.0,green,20.0,green,94.0,green,21.5,green,99.0,green,22.5,green,99.0
309,2021-10-26,green,22.0,green,99.0,green,22.0,green,98.0,green,21.5,green,96.0,green,21.0,green,99.0,green,23.5,green,98.0,green,22.5,green,99.0,green,22.0,green,98.0,green,20.5,green,94.0,green,22.0,green,99.0,green,22.5,green,96.0
310,2021-10-27,green,21.5,green,96.0,green,22.0,green,99.0,green,21.0,green,96.0,green,20.0,green,98.0,green,23.0,green,99.0,green,22.5,green,98.0,green,22.0,green,94.0,green,19.5,green,96.0,green,21.5,green,85.0,green,23.0,green,96.0
311,2021-10-28,green,21.5,green,96.0,green,22.0,green,99.0,green,20.5,green,98.0,green,19.5,green,98.0,green,23.0,green,99.0,green,22.5,green,99.0,green,22.0,green,96.0,green,19.0,green,94.0,green,21.5,green,85.0,green,22.5,green,94.0
312,2021-10-29,green,21.0,green,99.0,green,21.5,green,96.0,green,20.5,green,94.0,green,19.5,green,96.0,green,22.5,green,99.0,green,22.5,green,94.0,green,22.0,green,96.0,green,19.5,green,96.0,green,21.0,green,96.0,green,22.0,green,97.0
313,2021-10-30,green,21.0,green,99.0,green,21.0,green,96.0,green,20.5,green,94.0,green,19.5,green,99.0,green,22.5,green,99.0,green,22.0,green,99.0,green,21.5,green,99.0,green,19.0,green,94.0,green,21.0,green,99.0,green,21.5,green,94.0
314,2021-10-31,green,21.0,green,99.0,green,21.5,green,99.0,green,19.5,green,97.0,green,19.0,green,98.0,green,22.0,green,98.0,green,21.5,green,99.0,green,21.0,green,97.0,green,18.5,green,96.0,green,20.5,green,98.0,green,21.5,green,99.0
315,2021-11-01,green,20.5,green,99.0,green,21.0,green,96.0,green,19.0,green,99.0,yellow,17.5,green,97.0,green,22.5,green,99.0,green,21.0,green,96.0,green,20.5,green,97.0,green,18.0,green,90.0,green,20.0,green,99.0,green,21.0,green,96.0
316,2021-11-02,green,20.0,green,99.0,green,20.5,green,90.0,yellow,19.5,green,99.0,yellow,17.5,green,97.0,green,22.0,green,97.0,green,21.0,green,99.0,green,20.5,green,96.0,green,18.5,green,91.0,green,19.5,green,98.0,green,21.0,green,99.0
317,2021-11-03,green,20.0,green,97.0,green,20.0,green,96.0,green,19.0,green,99.0,yellow,17.5,green,99.0,green,21.5,green,96.0,green,21.0,green,99.0,green,20.0,green,99.0,green,18.5,green,99.0,green,19.5,green,99.0,green,20.5,green,98.0
318,2021-11-04,green,20.0,green,99.0,green,20.5,green,99.0,green,19.0,green,99.0,yellow,18.0,green,98.0,green,21.5,green,99.0,green,21.0,green,98.0,green,20.5,green,94.0,green,18.5,green,97.0,green,19.5,green,99.0,green,21.0,green,99.0
319,2021-11-05,green,20.0,green,98.0,green,20.5,green,99.0,green,19.5,green,97.0,yellow,19.0,green,98.0,green,21.5,green,99.0,green,21.0,green,97.0,green,20.5,green,97.0,green,18.5,green,97.0,green,20.0,green,99.0,green,21.0,green,99.0
320,2021-11-06,green,20.5,green,99.0,green,20.0,green,99.0,green,20.0,green,97.0,green,20.0,green,98.0,green,22.0,green,99.0,green,21.0,green,99.0,green,20.0,green,97.0,green,18.0,green,94.0,green,20.5,green,99.0,green,21.0,green,97.0
321,2021-11-07,green,20.5,green,99.0,yellow,20.5,green,96.0,green,21.0,green,99.0,green,21.0,green,96.0,green,22.5,green,99.0,green,21.5,green,96.0,green,20.5,green,97.0,green,19.0,green,94.0,green,21.0,green,97.0,green,21.5,green,99.0
322,2021-11-08,green,20.5,green,98.0,green,20.0,green,97.0,green,21.0,green,99.0,green,21.0,green,94.0,green,22.5,green,97.0,green,21.5,green,99.0,green,20.5,green,97.0,green,19.5,green,97.0,green,21.0,green,96.0,green,21.5,green,99.0
323,2021-11-09,green,21.0,green,97.0,green,19.0,green,99.0,green,20.5,green,99.0,green,20.5,green,84.0,green,22.5,green,97.0,green,21.5,green,94.0,green,20.5,green,99.0,green,20.0,green,97.0,green,20.0,green,97.0,green,21.5,green,99.0
324,2021-11-10,green,20.5,green,99.0,yellow,19.0,green,99.0,green,20.5,green,97.0,green,21.5,green,97.0,green,22.5,green,99.0,green,21.5,green,99.0,green,19.5,green,99.0,green,19.5,green,97.0,green,21.0,green,97.0,green,22.0,green,96.0
325,2021-11-11,green,21.0,green,97.0,green,19.0,green,99.0,yellow,20.0,green,96.0,yellow,20.5,green,99.0,green,22.0,green,97.0,green,21.0,green,99.0,green,20.5,green,99.0,green,19.0,green,99.0,green,20.0,green,99.0,green,21.0,green,99.0
326,2021-11-12,green,20.0,green,99.0,yellow,19.0,green,99.0,yellow,19.5,green,94.0,yellow,19.0,green,99.0,green,21.5,green,99.0,green,20.0,green,97.0,green,19.5,green,97.0,green,18.5,green,99.0,green,19.5,green,98.0,green,20.5,green,99.0
327,2021-11-13,green,20.0,green,99.0,yellow,19.0,green,96.0,yellow,20.0,green,94.0,yellow,18.5,green,96.0,green,21.5,green,98.0,green,20.0,green,97.0,green,20.0,green,99.0,green,18.5,green,97.0,green,19.5,green,97.0,green,21.0,green,96.0
328,2021-11-14,green,20.5,green,99.0,yellow,19.5,green,99.0,yellow,20.5,green,99.0,yellow,18.0,green,99.0,green,21.5,green,99.0,green,20.5,green,99.0,green,20.0,green,94.0,green,18.5,green,97.0,green,19.0,green,99.0,green,20.5,green,99.0
329,2021-11-15,green,20.0,green,99.0,yellow,18.5,green,99.0,yellow,19.5,green,99.0,yellow,18.5,green,94.0,green,22.0,green,98.0,green,20.5,green,99.0,green,20.0,green,98.0,green,18.0,green,99.0,green,19.5,green,99.0,green,21.0,green,99.0
330,2021-11-16,green,20.5,green,96.0,green,19.0,green,99.0,green,20.5,green,99.0,green,20.5,green,97.0,green,22.5,green,98.0,green,20.5,green,99.0,green,19.5,green,96.0,green,18.5,green,96.0,green,21.0,green,96.0,green,22.0,green,99.0
331,2021-11-17,green,21.0,green,96.0,green,18.5,green,99.0,green,20.5,green,94.0,green,21.0,green,97.0,green,22.0,green,97.0,green,21.0,green,99.0,green,19.5,green,99.0,green,19.5,green,96.0,green,20.5,green,99.0,green,22.0,green,98.0
332,2021-11-18,green,20.0,green,97.0,green,18.5,green,97.0,green,20.0,green,99.0,yellow,18.0,green,98.0,green,21.5,green,99.0,green,20.5,green,98.0,green,20.0,green,94.0,green,18.0,green,97.0,green,19.5,green,99.0,green,21.0,green,99.0
333,2021-11-19,green,19.5,green,99.0,yellow,19.0,green,99.0,green,19.5,green,96.0,green,18.0,green,99.0,green,21.5,green,99.0,green,20.5,green,98.0,green,20.0,green,99.0,green,18.0,green,94.0,green,19.5,green,99.0,green,21.0,green,99.0
334,2021-11-20,green,21.0,green,98.0,green,19.0,green,99.0,green,21.5,green,99.0,green,21.0,green,96.0,green,22.0,green,99.0,green,21.5,green,99.0,green,20.5,green,99.0,green,19.5,green,99.0,green,20.5,green,99.0,green,22.0,green,99.0
335,2021-11-21,green,21.0,green,96.0,yellow,19.0,green,97.0,yellow,21.5,green,97.0,yellow,20.0,green,98.0,green,22.0,green,99.0,green,21.5,green,99.0,green,20.0,green,99.0,green,19.5,green,97.0,green,20.0,green,99.0,green,22.0,green,99.0
336,2021-11-22,green,20.0,green,97.0,green,19.0,green,99.0,green,20.0,green,97.0,yellow,17.5,green,99.0,green,21.5,green,97.0,green,20.5,green,99.0,green,19.5,green,97.0,green,18.0,green,99.0,green,19.5,green,98.0,green,21.0,green,99.0
337,2021-11-23,green,19.5,green,97.0,yellow,19.0,green,94.0,green,20.0,green,97.0,green,18.5,green,99.0,green,22.0,green,97.0,green,21.0,green,98.0,green,20.0,green,96.0,green,18.5,green,97.0,green,19.5,green,99.0,green,21.0,green,91.0
338,2021-11-24,green,21.0,green,99.0,yellow,19.0,green,94.0,green,21.0,green,94.0,green,21.0,green,99.0,green,22.5,green,97.0,green,21.5,green,96.0,green,20.5,green,96.0,green,19.5,green,99.0,green,21.0,green,96.0,green,21.5,green,99.0
339,2021-11-25,green,21.0,green,97.0,green,20.0,green,99.0,green,21.5,green,97.0,green,16.0,green,96.0,green,21.0,green,96.0,green,20.5,green,99.0,green,20.0,green,99.0,green,18.5,green,96.0,green,19.0,green,99.0,green,20.5,green,99.0
340,2021-11-26,green,20.0,green,99.0,green,20.0,green,99.0,green,20.0,green,97.0,yellow,15.5,green,97.0,green,21.5,green,97.0,green,20.5,green,96.0,green,20.0,green,99.0,green,17.5,green,97.0,green,19.5,green,98.0,green,21.0,green,99.0
341,2021-11-27,green,20.0,green,97.0,green,19.5,green,93.0,green,20.0,green,99.0,yellow,18.0,green,96.0,green,21.5,green,99.0,green,20.5,green,99.0,green,20.0,green,99.0,green,18.5,green,96.0,green,19.5,green,99.0,green,21.0,green,98.0
