,Date (America/Chicago),"Maschhoff_4NL2_RM1_C Temp shock - color
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C Temp (°C) - data
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C ReHS - color
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_C ReHS - data
 (MO202201-5PKPG4SX)","Maschhoff_4NL2_RM1_E Temp shock - color
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E Temp (°C) - data
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E ReHS - color
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_E ReHS - data
 (MO201901-S5WWLTCR)","Maschhoff_4NL2_RM1_W Temp shock - color
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W Temp (°C) - data
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W ReHS - color
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM1_W ReHS - data
 (MO202101-C6RVS5CD)","Maschhoff_4NL2_RM2_C Temp shock - color
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C Temp (°C) - data
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C ReHS - color
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_C ReHS - data
 (MO202101-XQTNSFJB)","Maschhoff_4NL2_RM2_E Temp shock - color
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E Temp (°C) - data
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E ReHS - color
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_E ReHS - data
 (MO202101-LCCRBFFN)","Maschhoff_4NL2_RM2_W Temp shock - color
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W Temp (°C) - data
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W ReHS - color
 (MO201901-9JN9RLN4)","Maschhoff_4NL2_RM2_W ReHS - data
 (MO201901-9JN9RLN4)"
145,2022-05-15,green,19.5,green,97.0,green,19.5,green,97.0,green,19.5,green,99.0,green,20.0,green,99.0,green,19.0,green,96.0,green,20.5,green,99.0
146,2022-05-16,red,20.5,green,84.0,red,21.0,green,96.0,yellow,21.0,green,99.0,red,21.5,green,98.0,red,21.0,green,97.0,yellow,21.0,green,99.0
147,2022-05-17,blue,18.5,blue,,blue,18.0,blue,,blue,18.0,blue,,blue,18.5,blue,,blue,18.5,blue,,blue,18.5,blue,
148,2022-05-18,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
149,2022-05-19,green,25.5,blue,,green,26.0,blue,,green,25.0,blue,,green,26.0,blue,,green,26.0,blue,,green,26.0,blue,
150,2022-05-20,green,22.5,green,96.0,green,22.5,green,97.0,green,22.0,green,97.0,green,22.5,green,97.0,green,22.5,green,97.0,green,23.0,green,97.0
151,2022-05-21,green,18.0,green,97.0,green,18.0,green,99.0,green,17.5,green,96.0,green,18.0,green,97.0,green,18.0,green,99.0,green,18.5,green,97.0
152,2022-05-22,green,16.0,green,97.0,green,16.5,green,98.0,green,16.0,green,97.0,green,16.0,green,98.0,green,16.5,green,97.0,green,16.5,green,98.0
153,2022-05-23,yellow,25.0,green,98.0,yellow,24.5,green,99.0,green,24.0,green,99.0,yellow,25.0,green,99.0,yellow,24.5,green,97.0,green,24.5,green,99.0
154,2022-05-24,yellow,29.0,green,91.0,yellow,29.0,green,98.0,green,28.0,green,74.0,yellow,29.0,green,83.0,yellow,29.0,green,89.0,yellow,29.0,green,82.0
155,2022-05-25,green,28.5,green,96.0,green,28.5,green,99.0,green,28.0,yellow,43.0,green,28.5,green,80.0,green,28.5,green,92.0,green,29.0,yellow,54.0
156,2022-05-26,green,28.5,green,86.0,green,28.5,green,95.0,green,28.0,green,69.0,yellow,28.5,green,84.0,green,28.5,green,83.0,yellow,29.0,yellow,60.0
157,2022-05-27,green,28.5,green,88.0,green,28.5,green,97.0,green,28.0,green,76.0,green,28.5,green,93.0,green,28.5,green,89.0,green,29.0,green,65.0
158,2022-05-28,green,28.5,green,81.0,green,29.0,green,93.0,green,28.0,green,83.0,green,28.5,green,80.0,green,28.5,green,83.0,green,29.0,green,73.0
159,2022-05-29,green,29.0,green,84.0,green,29.5,green,84.0,green,29.0,green,84.0,green,29.0,green,72.0,green,29.0,green,73.0,green,29.5,green,79.0
160,2022-05-30,green,29.0,green,83.0,green,29.5,green,81.0,green,29.0,green,91.0,green,29.0,green,86.0,green,29.5,green,83.0,green,29.5,green,89.0
161,2022-05-31,green,29.0,green,82.0,green,29.5,green,84.0,green,29.5,green,89.0,green,28.5,green,91.0,green,29.0,green,85.0,green,29.5,green,85.0
162,2022-06-01,green,28.0,green,84.0,green,28.5,green,89.0,green,28.5,green,91.0,green,28.0,green,92.0,green,28.5,green,79.0,green,29.0,green,91.0
163,2022-06-02,green,28.0,green,94.0,green,29.0,green,97.0,green,28.0,green,96.0,yellow,28.0,green,97.0,green,29.0,green,86.0,green,29.0,green,92.0
164,2022-06-03,green,28.5,green,96.0,green,29.0,green,97.0,green,28.5,green,96.0,green,28.5,green,98.0,green,29.0,green,92.0,green,29.0,green,89.0
165,2022-06-04,green,28.0,green,97.0,green,28.0,green,98.0,green,28.0,green,97.0,green,27.5,green,97.0,green,28.5,green,96.0,green,28.5,green,93.0
166,2022-06-05,green,28.0,green,96.0,green,28.5,green,97.0,green,28.0,green,97.0,green,28.0,green,97.0,green,28.5,green,96.0,green,29.0,green,88.0
167,2022-06-06,green,28.0,green,98.0,green,28.0,green,97.0,green,28.5,green,94.0,green,28.0,green,96.0,green,28.5,green,95.0,green,29.0,green,88.0
168,2022-06-07,green,28.0,green,95.0,green,28.0,green,97.0,green,28.0,green,97.0,green,27.5,green,97.0,green,28.0,green,97.0,green,29.0,green,94.0
169,2022-06-08,green,27.0,green,95.0,green,27.5,green,98.0,green,27.5,green,96.0,green,26.5,green,97.0,green,27.0,green,97.0,green,28.0,green,95.0
170,2022-06-09,green,27.0,green,97.0,green,27.0,green,96.0,green,27.5,green,97.0,green,26.5,green,97.0,green,27.0,green,98.0,green,28.0,green,95.0
171,2022-06-10,green,26.5,green,96.0,green,27.0,green,96.0,green,27.0,green,95.0,green,26.5,green,95.0,green,27.0,green,97.0,green,28.0,green,88.0
172,2022-06-11,green,26.5,green,97.0,green,27.0,green,96.0,green,27.0,green,97.0,green,26.5,green,97.0,green,27.0,green,97.0,green,27.5,green,86.0
173,2022-06-12,green,27.0,green,98.0,green,27.5,green,97.0,green,27.5,green,98.0,green,27.0,green,96.0,green,27.0,green,97.0,green,28.0,green,97.0
174,2022-06-13,green,28.5,green,97.0,green,29.0,green,97.0,green,28.5,green,97.0,green,28.5,green,98.0,green,29.0,green,96.0,green,29.5,green,98.0
175,2022-06-14,yellow,30.0,green,99.0,yellow,30.0,green,97.0,yellow,30.0,green,99.0,yellow,30.5,green,99.0,yellow,30.5,green,97.0,green,31.5,green,99.0
176,2022-06-15,green,29.5,green,97.0,yellow,29.5,green,99.0,green,29.5,green,98.0,yellow,30.5,green,99.0,yellow,30.0,green,97.0,green,31.0,green,99.0
177,2022-06-16,yellow,28.5,green,98.0,yellow,28.5,green,99.0,yellow,28.5,green,99.0,yellow,28.5,green,97.0,yellow,28.5,green,98.0,yellow,29.5,green,99.0
