,Date (America/Chicago),"Maschhoff_BIBL_C_RM3 Temp shock - color
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 Temp (°C) - data
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 ReHS - color
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM3 ReHS - data
 (MO202101-CJSR9JKN)","Maschhoff_BIBL_C_RM4  Temp shock - color
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  Temp (°C) - data
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  ReHS - color
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_C_RM4  ReHS - data
 (MO1936XX-P6TLS59Q)","Maschhoff_BIBL_EC_RM3 Temp shock - color
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 Temp (°C) - data
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 ReHS - color
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM3 ReHS - data
 (MO202001-DSXZ8WVL)","Maschhoff_BIBL_EC_RM4 Temp shock - color
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 Temp (°C) - data
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 ReHS - color
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EC_RM4 ReHS - data
 (MO201201-4C7S5KNG)","Maschhoff_BIBL_EE_RM3 Temp shock - color
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 Temp (°C) - data
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 ReHS - color
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM3 ReHS - data
 (MO201201-KQQ77D7J)","Maschhoff_BIBL_EE_RM4 Temp shock - color
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 Temp (°C) - data
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 ReHS - color
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_EE_RM4 ReHS - data
 (MO201401-BGHDKCLJ)","Maschhoff_BIBL_WC_RM3 Temp shock - color
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 Temp (°C) - data
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 ReHS - color
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM3 ReHS - data
 (MO201201-JPTKLQ7D)","Maschhoff_BIBL_WC_RM4 Temp shock - color
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 Temp (°C) - data
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 ReHS - color
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WC_RM4 ReHS - data
 (MO201401-8FBZLPSJ)","Maschhoff_BIBL_WW_RM3 Temp shock - color
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 Temp (°C) - data
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 ReHS - color
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM3 ReHS - data
 (MO201401-8HZ6MVH5)","Maschhoff_BIBL_WW_RM4 Temp shock - color
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 Temp (°C) - data
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 ReHS - color
 (MO201401-SWCJ996P)","Maschhoff_BIBL_WW_RM4 ReHS - data
 (MO201401-SWCJ996P)"
0,2021-02-08,blue,,blue,,blue,,blue,,green,,blue,,green,,blue,,blue,,blue,,blue,,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
1,2021-02-09,blue,,blue,,blue,,blue,,green,,blue,,green,,blue,,blue,,blue,,blue,,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
2,2021-02-10,green,,blue,,blue,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
3,2021-02-11,green,,blue,,blue,,blue,,green,,blue,,green,21.0,blue,,green,21.0,blue,,green,20.5,blue,,green,20.5,blue,,green,20.5,blue,,green,21.0,blue,,green,22.0,blue,
4,2021-02-12,green,,blue,,blue,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,,green,,blue,
5,2021-02-13,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
6,2021-02-14,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
7,2021-02-15,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
8,2021-02-16,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
9,2021-02-17,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
10,2021-02-18,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
11,2021-02-19,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
12,2021-02-20,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
13,2021-02-21,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
14,2021-02-22,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
15,2021-02-23,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
16,2021-02-24,blue,,blue,,green,,blue,,blue,,blue,,blue,18.0,blue,,blue,20.0,blue,,blue,17.5,blue,,blue,17.5,blue,,blue,18.5,blue,,blue,17.0,blue,,blue,17.0,blue,
17,2021-02-25,blue,,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
18,2021-02-26,blue,,blue,,green,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
19,2021-02-27,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
20,2021-02-28,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
21,2021-03-01,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
22,2021-03-02,green,,green,,green,17.0,green,,green,,green,,green,18.0,green,,green,14.0,green,,green,16.0,green,,green,15.0,green,,green,17.0,green,,green,13.0,green,,green,14.5,green,
23,2021-03-03,green,,green,,green,17.0,green,99.0,green,,green,,green,17.5,green,99.0,green,15.5,green,98.0,green,16.0,green,99.0,green,16.0,green,98.0,green,17.5,green,99.0,green,15.0,green,98.0,green,15.5,green,99.0
24,2021-03-04,red,,green,,green,17.0,green,99.0,red,,green,,yellow,18.0,green,99.0,red,16.5,green,97.0,green,16.5,green,98.0,red,18.0,green,99.0,green,17.5,green,97.0,red,17.0,green,99.0,green,16.0,green,99.0
25,2021-03-05,green,,green,,green,19.0,green,99.0,green,,green,,green,20.5,green,99.0,green,16.0,green,99.0,green,19.0,green,98.0,green,18.0,green,99.0,green,19.5,green,99.0,green,16.0,green,99.0,green,18.5,green,99.0
26,2021-03-06,green,,green,,green,27.0,green,99.0,green,,green,,yellow,29.0,green,99.0,green,16.0,green,99.0,green,27.5,green,97.0,green,18.0,green,98.0,green,27.0,green,96.0,green,16.0,green,98.0,green,24.0,green,99.0
27,2021-03-07,green,,green,,green,28.5,green,99.0,green,,green,,green,30.5,green,99.0,green,16.5,green,97.0,green,29.0,green,99.0,green,18.0,green,99.0,green,28.5,green,96.0,green,16.5,green,99.0,green,25.5,green,99.0
28,2021-03-08,green,,green,,green,28.0,green,99.0,green,,green,,green,29.5,green,98.0,green,18.0,green,99.0,yellow,27.5,green,99.0,green,19.0,green,99.0,green,28.0,green,99.0,green,18.0,green,99.0,yellow,27.0,green,99.0
29,2021-03-09,green,,green,,green,27.5,green,91.0,green,,green,,green,29.0,green,92.0,green,17.5,green,98.0,yellow,27.5,green,97.0,green,18.0,green,99.0,green,28.0,green,91.0,green,17.5,green,95.0,green,26.5,red,75.0
30,2021-03-10,green,,green,,green,26.5,green,81.0,green,,green,,green,27.5,green,93.0,green,18.0,green,95.0,yellow,28.0,green,99.0,green,18.5,green,99.0,green,28.5,green,81.0,green,18.0,green,94.0,green,29.0,green,30.0
31,2021-03-11,green,,green,,green,26.5,green,94.0,green,,green,,yellow,27.5,green,87.0,green,18.0,green,99.0,yellow,25.0,green,97.0,green,18.5,green,98.0,yellow,28.0,green,94.0,green,18.5,green,91.0,green,29.0,yellow,66.0
32,2021-03-12,green,,green,,green,26.5,green,90.0,green,,green,,green,28.0,green,89.0,green,17.0,green,95.0,green,28.0,green,93.0,green,17.5,green,99.0,green,27.5,green,82.0,green,16.5,green,99.0,green,28.0,red,51.0
33,2021-03-13,green,,green,,green,26.5,green,73.0,green,,green,,green,27.5,green,97.0,green,17.0,green,99.0,yellow,29.5,green,99.0,green,18.0,green,99.0,green,27.5,green,77.0,green,16.5,green,87.0,green,28.0,red,31.0
34,2021-03-14,green,,green,,green,26.5,green,70.0,green,,green,,green,28.0,green,93.0,green,16.5,green,99.0,yellow,29.0,green,98.0,green,18.0,green,99.0,green,28.0,green,72.0,green,16.0,green,92.0,green,28.0,red,26.0
35,2021-03-15,green,,green,,green,26.5,green,92.0,green,,green,,green,28.5,green,92.0,green,16.0,green,99.0,yellow,27.5,green,97.0,green,18.0,green,99.0,green,27.5,green,87.0,green,16.0,green,95.0,green,28.0,green,68.0
36,2021-03-16,green,,green,,green,26.5,green,89.0,green,,green,,green,27.5,green,81.0,green,16.5,green,94.0,green,27.5,green,89.0,green,18.0,green,99.0,green,27.5,green,78.0,green,16.0,green,97.0,green,28.5,red,36.0
37,2021-03-17,green,,green,,green,26.5,green,66.0,green,,green,,green,27.5,green,90.0,green,20.5,green,99.0,yellow,28.5,green,99.0,green,24.5,green,99.0,green,28.0,yellow,55.0,yellow,23.5,green,90.0,green,28.5,red,21.0
38,2021-03-18,green,,green,,green,26.0,green,85.0,green,,green,,green,27.5,green,94.0,green,23.5,green,98.0,yellow,27.0,green,96.0,green,29.5,green,99.0,green,28.0,green,81.0,green,29.0,green,88.0,green,28.5,green,64.0
39,2021-03-19,green,,green,,green,26.5,green,94.0,green,,green,,green,27.5,green,90.0,green,24.0,green,99.0,yellow,28.5,green,96.0,green,30.0,green,97.0,green,27.5,green,87.0,yellow,28.0,green,79.0,green,28.5,yellow,49.0
40,2021-03-20,green,,green,,green,26.0,green,84.0,green,,green,,green,27.5,green,96.0,green,24.5,green,99.0,yellow,29.0,green,99.0,green,29.5,green,98.0,green,28.0,green,87.0,yellow,28.5,green,86.0,green,28.5,yellow,45.0
41,2021-03-21,green,,green,,green,26.5,green,88.0,green,,green,,green,27.5,green,97.0,green,25.0,green,96.0,yellow,29.0,green,97.0,green,29.5,green,98.0,green,28.0,green,90.0,yellow,28.0,green,90.0,green,29.0,yellow,53.0
42,2021-03-22,green,,green,,green,27.0,green,96.0,green,,green,,green,28.0,green,94.0,green,25.5,green,90.0,green,27.5,green,98.0,green,28.5,green,97.0,green,28.0,green,92.0,green,28.0,green,90.0,green,28.5,green,76.0
43,2021-03-23,green,,green,,green,26.5,green,97.0,green,,green,,green,27.0,green,90.0,green,25.5,green,66.0,green,25.5,green,97.0,green,27.0,green,98.0,green,28.0,green,85.0,green,27.0,green,82.0,green,28.5,green,64.0
44,2021-03-24,green,,green,,green,26.5,green,96.0,green,,green,,green,27.0,green,99.0,green,26.5,green,95.0,green,26.5,green,99.0,green,28.0,green,98.0,green,28.5,green,90.0,green,27.5,green,97.0,green,29.5,green,72.0
45,2021-03-25,green,,green,,green,26.0,green,98.0,green,,green,,green,27.0,green,94.0,green,26.0,green,98.0,green,26.5,green,99.0,green,27.0,green,98.0,green,28.0,green,91.0,green,26.5,green,97.0,green,28.0,green,83.0
46,2021-03-26,green,,green,,green,26.5,green,89.0,green,,green,,green,27.5,green,64.0,green,26.5,green,96.0,green,27.0,green,98.0,green,27.5,green,98.0,green,28.0,green,94.0,green,27.0,green,94.0,green,28.5,green,94.0
47,2021-03-27,green,,green,,green,27.5,green,96.0,green,,green,,green,28.0,green,87.0,green,27.5,green,96.0,green,27.5,green,99.0,green,28.0,green,98.0,green,28.0,green,96.0,green,27.5,green,96.0,green,29.0,green,97.0
48,2021-03-28,green,,green,,green,26.5,green,98.0,green,,green,,green,27.5,green,90.0,green,26.0,green,95.0,green,26.5,green,99.0,green,26.5,green,99.0,green,27.5,green,99.0,yellow,26.5,green,96.0,green,27.5,green,99.0
49,2021-03-29,green,,green,,green,26.5,green,98.0,green,,green,,green,27.5,green,95.0,green,26.0,green,94.0,green,27.5,green,98.0,green,27.0,green,99.0,green,28.0,green,98.0,green,26.5,green,99.0,green,28.0,green,99.0
50,2021-03-30,green,,green,,green,26.5,green,98.0,green,,green,,green,27.0,green,98.0,blue,26.0,blue,,green,27.5,green,99.0,blue,27.0,blue,,green,28.0,green,98.0,green,26.5,green,99.0,green,28.5,green,98.0
51,2021-03-31,green,,green,,green,26.5,green,97.0,green,,green,,green,27.5,green,98.0,blue,,blue,,green,27.0,green,99.0,green,26.0,blue,,green,28.0,green,99.0,green,25.5,green,98.0,green,27.5,green,96.0
52,2021-04-01,green,,green,,green,27.0,green,99.0,green,,green,,green,28.0,green,98.0,blue,,blue,,green,27.0,green,97.0,green,26.0,green,99.0,green,28.0,green,99.0,yellow,25.0,green,98.0,green,27.0,green,99.0
53,2021-04-02,green,,green,,green,26.0,green,96.0,green,,green,,yellow,27.0,green,97.0,blue,,blue,,green,27.0,green,97.0,green,25.5,green,99.0,green,27.5,green,98.0,green,25.5,green,98.0,green,27.0,green,97.0
54,2021-04-03,green,,green,,green,25.5,green,98.0,green,,green,,green,26.5,green,97.0,blue,,blue,,green,26.5,green,99.0,green,26.0,green,99.0,green,27.0,green,99.0,green,25.5,green,99.0,green,27.5,green,98.0
55,2021-04-04,green,,green,,green,25.5,green,97.0,green,,green,,green,26.0,green,98.0,blue,,blue,,green,27.0,green,99.0,green,26.0,green,99.0,green,27.0,green,99.0,green,25.5,green,99.0,green,27.5,green,99.0
56,2021-04-05,green,,green,,green,25.5,green,97.0,green,,green,,green,26.0,green,96.0,blue,,blue,,green,27.0,green,99.0,green,26.0,green,99.0,green,27.0,green,97.0,green,25.5,green,99.0,green,27.5,green,97.0
57,2021-04-06,green,,green,,green,26.0,green,97.0,green,,green,,green,26.0,green,98.0,green,27.0,blue,,green,27.0,green,98.0,green,26.5,green,99.0,green,27.0,green,99.0,green,26.0,green,98.0,green,27.5,green,97.0
58,2021-04-07,green,,green,,green,26.0,green,96.0,green,,green,,green,26.5,green,98.0,green,27.0,green,98.0,green,27.5,green,99.0,green,27.0,green,99.0,green,27.0,green,99.0,green,26.5,green,99.0,green,27.5,green,98.0
59,2021-04-08,green,,green,,green,24.0,green,93.0,green,,green,,green,24.0,green,98.0,green,24.5,green,99.0,green,25.5,green,99.0,green,24.5,green,98.0,green,25.0,green,96.0,green,23.5,green,96.0,green,25.5,green,95.0
60,2021-04-09,green,,green,,green,25.0,green,99.0,green,,green,,green,25.5,green,99.0,green,26.0,green,95.0,green,26.5,green,98.0,green,26.0,green,99.0,green,26.0,green,99.0,green,25.0,green,94.0,green,27.0,green,99.0
61,2021-04-10,green,,green,,green,23.5,green,97.0,green,,green,,green,23.5,green,98.0,green,24.5,green,96.0,green,25.0,green,99.0,green,25.0,green,99.0,green,24.5,green,99.0,green,23.0,green,94.0,green,25.0,green,99.0
62,2021-04-11,green,,green,,green,22.5,green,96.0,green,,green,,green,23.0,green,99.0,green,24.0,green,96.0,green,24.5,green,99.0,green,24.0,green,99.0,green,24.0,green,99.0,green,22.0,green,97.0,green,24.0,green,99.0
63,2021-04-12,green,,green,,green,23.5,green,98.0,green,,green,,green,23.5,green,99.0,green,25.0,green,94.0,green,25.0,green,99.0,green,23.5,green,99.0,green,24.5,green,99.0,green,22.5,green,97.0,green,25.0,green,98.0
64,2021-04-13,green,,green,,green,23.0,green,99.0,green,,green,,green,23.0,green,99.0,green,24.5,green,93.0,green,24.5,green,99.0,green,22.5,green,99.0,green,24.0,green,99.0,yellow,22.5,green,93.0,green,24.5,green,99.0
65,2021-04-14,green,,green,,green,22.5,green,99.0,purple,,green,,green,23.0,green,99.0,green,24.5,green,93.0,purple,105.5,green,99.0,green,22.5,green,99.0,green,24.0,green,96.0,yellow,22.5,green,96.0,green,24.5,green,99.0
66,2021-04-15,green,,green,,green,22.0,green,99.0,green,,green,,green,22.5,green,98.0,green,23.0,green,96.0,green,128.0,green,99.0,green,23.0,green,98.0,green,23.0,green,99.0,green,23.0,green,97.0,green,23.0,green,99.0
67,2021-04-16,green,,green,,green,22.5,green,98.0,green,,green,,green,23.0,green,98.0,green,23.0,green,90.0,green,24.5,green,99.0,green,23.0,green,98.0,green,22.5,green,99.0,green,23.0,green,98.0,green,22.5,green,98.0
68,2021-04-17,green,,green,,green,22.0,green,97.0,green,,green,,green,22.0,green,99.0,green,22.5,green,95.0,green,24.0,green,99.0,green,22.5,green,99.0,green,22.0,green,97.0,green,22.5,green,98.0,green,22.0,green,96.0
69,2021-04-18,green,,green,,green,22.5,green,99.0,green,,green,,green,22.5,green,97.0,green,23.0,green,94.0,green,24.5,green,99.0,green,23.0,green,99.0,green,22.5,green,98.0,green,22.5,green,96.0,green,23.0,green,98.0
70,2021-04-19,green,,green,,green,22.0,green,96.0,green,,green,,green,22.5,green,96.0,green,24.0,green,92.0,green,23.5,green,98.0,green,23.5,green,99.0,green,23.0,green,99.0,green,23.0,green,96.0,green,24.0,green,96.0
71,2021-04-20,green,,green,,green,22.0,green,97.0,green,,green,,green,23.0,green,95.0,green,22.5,green,95.0,green,22.5,green,97.0,green,22.5,green,98.0,green,24.0,green,98.0,green,22.0,green,95.0,green,23.0,green,96.0
72,2021-04-21,green,,green,,green,21.5,green,95.0,green,,green,,green,23.0,green,97.0,green,22.5,green,91.0,green,22.5,green,98.0,green,22.5,green,99.0,green,23.0,green,98.0,yellow,22.5,green,96.0,green,23.0,green,94.0
73,2021-04-22,green,,green,,green,21.5,green,98.0,green,,green,,green,23.0,green,96.0,green,23.0,green,89.0,green,22.5,green,99.0,green,23.0,green,98.0,green,23.0,green,99.0,yellow,22.5,green,96.0,green,23.0,green,96.0
74,2021-04-23,green,,green,,green,21.0,green,97.0,green,,green,,green,23.0,green,93.0,green,22.5,green,86.0,green,22.0,green,99.0,green,22.5,green,98.0,green,22.5,green,99.0,green,22.5,green,95.0,green,22.5,green,94.0
75,2021-04-24,green,,green,,green,21.0,green,99.0,green,,green,,green,23.0,green,97.0,green,22.5,green,93.0,green,22.0,green,99.0,green,23.0,green,97.0,green,22.0,green,99.0,green,22.5,green,94.0,green,22.5,green,91.0
76,2021-04-25,green,,green,,green,21.5,green,98.0,green,,green,,green,23.5,green,97.0,green,23.5,green,90.0,green,22.5,green,98.0,green,23.0,green,99.0,green,22.5,green,98.0,green,22.5,green,97.0,green,23.5,green,95.0
77,2021-04-26,green,,green,,green,23.0,green,99.0,green,,green,,green,24.5,green,98.0,green,24.5,green,93.0,green,23.5,green,99.0,green,24.5,green,99.0,green,24.0,green,98.0,green,24.0,green,96.0,green,24.5,green,92.0
78,2021-04-27,green,,green,,green,24.5,green,98.0,green,,green,,green,26.0,green,98.0,green,25.5,green,95.0,green,25.0,green,99.0,green,26.0,green,96.0,green,25.5,green,99.0,green,26.0,green,99.0,green,26.0,green,98.0
79,2021-04-28,green,,green,,green,24.0,green,98.0,green,,green,,green,26.0,green,96.0,green,25.5,green,92.0,green,24.5,green,98.0,green,25.0,green,97.0,green,24.5,green,99.0,green,25.0,green,99.0,green,25.5,green,98.0
80,2021-04-29,green,,green,,green,22.5,green,98.0,green,,green,,green,24.5,green,95.0,green,24.5,green,97.0,green,23.5,green,98.0,green,23.5,green,99.0,green,23.5,green,99.0,green,24.0,green,98.0,green,24.5,green,99.0
81,2021-04-30,green,,green,,green,22.5,green,99.0,green,,green,,green,24.0,green,96.0,green,23.5,green,95.0,green,23.0,green,99.0,green,23.5,green,98.0,green,23.0,green,99.0,green,24.0,green,99.0,green,24.0,green,95.0
82,2021-05-01,green,,green,,green,22.5,green,99.0,green,,green,,green,24.0,green,98.0,green,23.5,green,94.0,green,23.0,green,96.0,green,24.0,green,99.0,green,23.5,green,99.0,green,23.5,green,98.0,green,24.5,green,97.0
83,2021-05-02,green,,green,,green,22.5,green,99.0,green,,green,,green,24.0,green,97.0,green,24.5,green,95.0,green,23.5,green,99.0,green,23.5,green,99.0,green,23.5,green,99.0,green,23.5,green,99.0,green,24.0,green,99.0
84,2021-05-03,green,,green,,green,23.5,green,99.0,green,,green,,green,24.5,green,99.0,green,24.0,green,95.0,green,24.0,green,99.0,green,24.5,green,99.0,green,24.5,green,98.0,green,24.5,green,97.0,green,25.0,green,99.0
85,2021-05-04,green,,green,,green,21.5,green,99.0,green,,green,,green,23.0,green,99.0,green,23.5,green,94.0,green,22.5,green,99.0,green,23.0,green,99.0,green,22.5,green,99.0,green,23.0,green,99.0,green,23.5,green,99.0
86,2021-05-05,green,,green,,green,21.0,green,98.0,green,,green,,green,22.5,green,98.0,green,22.0,green,94.0,green,22.0,green,98.0,green,22.5,green,99.0,green,22.0,green,99.0,green,22.5,green,98.0,green,23.0,green,98.0
87,2021-05-06,green,,green,,green,20.0,green,98.0,green,,green,,green,22.0,green,98.0,green,21.5,green,95.0,green,22.0,green,98.0,green,21.5,green,99.0,green,21.0,green,99.0,green,21.5,green,99.0,green,22.0,green,97.0
88,2021-05-07,green,,green,,green,20.5,green,96.0,green,,green,,green,22.0,green,97.0,green,21.0,green,95.0,green,22.0,green,99.0,green,20.5,green,98.0,green,21.0,green,98.0,green,20.5,green,99.0,green,22.0,green,95.0
89,2021-05-08,green,,green,,green,,green,97.0,green,,green,,green,,green,95.0,green,,green,95.0,green,,green,99.0,green,,green,99.0,green,,green,99.0,green,,green,98.0,green,,green,95.0
90,2021-05-09,green,,green,,green,,green,99.0,green,,green,,green,,green,99.0,green,,green,93.0,green,,green,99.0,green,,green,99.0,green,,green,99.0,green,,green,98.0,green,,green,98.0
91,2021-05-10,green,,green,,green,20.5,green,99.0,green,,green,,green,22.5,green,95.0,green,22.5,green,94.0,green,22.0,green,99.0,green,22.0,green,99.0,green,21.5,green,98.0,green,22.0,green,98.0,green,22.5,green,95.0
92,2021-05-11,green,,green,,green,20.5,green,99.0,green,,green,,green,22.5,green,97.0,green,22.0,green,96.0,green,22.0,green,99.0,green,22.0,green,99.0,green,21.5,green,99.0,green,22.0,green,98.0,green,22.5,green,96.0
93,2021-05-12,green,,green,,green,20.5,green,98.0,green,,green,,green,22.0,green,98.0,green,22.0,green,93.0,green,22.0,green,99.0,green,22.0,green,99.0,green,22.0,green,98.0,green,22.5,green,99.0,green,22.5,green,98.0
94,2021-05-13,green,,green,,green,21.5,green,99.0,green,,green,,green,22.5,green,97.0,green,22.0,green,96.0,yellow,22.0,green,99.0,green,23.0,green,99.0,green,22.5,green,99.0,yellow,23.0,green,98.0,green,23.5,green,96.0
95,2021-05-14,green,,green,,green,21.5,green,99.0,green,,green,,green,23.0,green,96.0,green,22.0,green,94.0,green,22.0,green,98.0,green,23.5,green,99.0,green,23.0,green,98.0,green,23.5,green,99.0,green,23.5,green,97.0
96,2021-05-15,green,,green,,green,21.0,green,97.0,green,,green,,green,22.5,green,93.0,green,22.0,green,94.0,green,22.0,green,99.0,green,23.0,green,97.0,green,22.5,green,99.0,green,22.0,green,95.0,green,23.0,green,97.0
97,2021-05-16,green,,green,,green,22.5,green,98.0,green,,green,,green,24.0,green,96.0,green,23.0,green,95.0,green,23.5,green,98.0,green,24.5,green,99.0,green,24.5,green,99.0,green,24.5,green,98.0,green,25.0,green,98.0
98,2021-05-17,green,,green,,green,23.5,green,98.0,green,,green,,green,25.0,green,96.0,green,24.0,green,96.0,green,24.0,green,99.0,green,25.0,green,99.0,green,25.0,green,95.0,green,25.5,green,97.0,green,26.0,green,99.0
99,2021-05-18,green,,green,,green,23.5,green,99.0,green,,green,,green,24.5,green,97.0,green,24.0,green,92.0,green,23.5,green,99.0,green,25.0,green,99.0,green,25.0,green,99.0,green,25.0,green,96.0,green,25.5,green,99.0
100,2021-05-19,green,,green,,green,24.0,green,99.0,green,,green,,green,25.0,green,95.0,green,23.5,green,87.0,green,24.0,green,99.0,green,25.5,green,99.0,green,25.5,green,99.0,green,26.0,green,99.0,green,26.5,green,98.0
101,2021-05-20,yellow,,green,,green,25.5,green,98.0,yellow,,green,,green,26.5,green,98.0,yellow,25.5,green,88.0,green,25.5,green,98.0,green,27.0,green,99.0,green,27.0,green,99.0,green,27.5,green,98.0,green,27.5,green,99.0
102,2021-05-21,yellow,,green,,green,25.5,green,99.0,yellow,,green,,green,26.5,green,97.0,yellow,25.5,green,94.0,green,25.5,green,98.0,green,27.0,green,96.0,green,27.0,green,98.0,green,27.5,green,99.0,green,27.5,green,99.0
103,2021-05-22,yellow,,green,,green,25.5,green,97.0,yellow,,green,,green,26.5,green,92.0,yellow,26.0,green,90.0,green,26.0,green,94.0,green,27.0,green,99.0,green,27.0,green,99.0,green,27.5,green,97.0,green,27.5,green,99.0
104,2021-05-23,yellow,,green,,yellow,26.5,green,99.0,yellow,,green,,yellow,27.5,green,95.0,yellow,26.5,green,90.0,yellow,26.5,green,95.0,yellow,28.0,green,97.0,green,27.5,green,96.0,yellow,28.5,green,96.0,green,28.0,green,99.0
105,2021-05-24,green,,green,,green,26.5,green,97.0,green,,green,,green,27.5,green,95.0,yellow,26.0,green,94.0,green,26.5,green,98.0,green,28.0,green,99.0,green,28.0,green,99.0,green,28.5,green,98.0,green,28.5,green,96.0
106,2021-05-25,yellow,,green,,yellow,27.0,green,99.0,yellow,,green,,yellow,28.0,green,93.0,yellow,27.0,green,95.0,yellow,27.5,green,98.0,green,28.0,green,99.0,yellow,28.5,green,97.0,green,29.0,green,97.0,green,29.0,green,99.0
107,2021-05-26,green,,green,,green,26.0,green,99.0,green,,green,,yellow,26.0,green,96.0,yellow,25.0,green,95.0,yellow,26.0,green,98.0,green,27.0,green,99.0,green,27.0,green,99.0,green,28.0,green,98.0,green,28.0,green,99.0
108,2021-05-27,green,,green,,green,25.0,green,99.0,green,,green,,green,25.5,green,97.0,green,24.0,green,90.0,green,25.0,green,99.0,green,26.5,green,99.0,green,26.0,green,99.0,green,27.0,green,99.0,green,27.0,green,99.0
