,Date (America/Chicago),"Maschhoff_HOTC_C_RM7 Temp shock - color
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 Temp (°C) - data
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 ReHS - color
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM7 ReHS - data
 (MO201901-6P8LLGNG)","Maschhoff_HOTC_C_RM8 Temp shock - color
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 Temp (°C) - data
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 ReHS - color
 (MO202001-5VW997BT)","Maschhoff_HOTC_C_RM8 ReHS - data
 (MO202001-5VW997BT)","Maschhoff_HOTC_EC_RM7 Temp shock - color
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 Temp (°C) - data
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 ReHS - color
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM7 ReHS - data
 (MO201301-48J2HC6M)","Maschhoff_HOTC_EC_RM8 Temp shock - color
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 Temp (°C) - data
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 ReHS - color
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EC_RM8 ReHS - data
 (MO202101-5HBHCH9K)","Maschhoff_HOTC_EE_RM7 Temp shock - color
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 Temp (°C) - data
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 ReHS - color
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM7 ReHS - data
 (MO202001-VWHX49GR)","Maschhoff_HOTC_EE_RM8 Temp shock - color
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 Temp (°C) - data
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 ReHS - color
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_EE_RM8 ReHS - data
 (MO201401-QHJLTHT9)","Maschhoff_HOTC_WC_RM7 Temp shock - color
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 Temp (°C) - data
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 ReHS - color
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM7 ReHS - data
 (MO201201-ZB856GBP)","Maschhoff_HOTC_WC_RM8 Temp shock - color
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 Temp (°C) - data
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 ReHS - color
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WC_RM8 ReHS - data
 (MO201901-QVBMLZV7)","Maschhoff_HOTC_WW_RM7 Temp shock - color
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 Temp (°C) - data
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 ReHS - color
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM7 ReHS - data
 (MO201301-9V9PHSMB)","Maschhoff_HOTC_WW_RM8 Temp shock - color
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 Temp (°C) - data
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 ReHS - color
 (MO202201-TTDCTLQN)","Maschhoff_HOTC_WW_RM8 ReHS - data
 (MO202201-TTDCTLQN)"
183,2021-08-10,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,28.0,green,88.0,blue,,blue,,green,27.0,green,98.0,blue,,blue,,green,27.5,green,99.0,blue,,blue,
184,2021-08-11,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,30.0,green,91.0,blue,,blue,,green,29.0,green,99.0,blue,,blue,,green,29.5,green,97.0,blue,,blue,
185,2021-08-12,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,28.5,green,88.0,blue,,blue,,yellow,28.0,green,99.0,blue,,blue,,yellow,28.0,green,99.0,blue,,blue,
186,2021-08-13,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,26.5,green,88.0,blue,,blue,,yellow,25.5,green,99.0,blue,,blue,,yellow,26.0,green,99.0,blue,,blue,
187,2021-08-14,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,red,24.5,green,88.0,blue,,blue,,red,24.0,green,99.0,blue,,blue,,red,24.5,green,99.0,blue,,blue,
188,2021-08-15,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,23.5,green,82.0,blue,,blue,,yellow,22.5,green,99.0,blue,,blue,,yellow,23.0,green,98.0,blue,,blue,
189,2021-08-16,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,24.0,green,91.0,blue,,blue,,yellow,23.5,green,98.0,blue,,blue,,yellow,23.5,green,99.0,blue,,blue,
190,2021-08-17,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,25.0,green,92.0,blue,,blue,,yellow,24.0,green,99.0,blue,,blue,,yellow,24.5,green,98.0,blue,,blue,
191,2021-08-18,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,25.0,green,92.0,blue,,blue,,yellow,24.0,green,99.0,blue,,blue,,yellow,24.5,green,97.0,blue,,blue,
192,2021-08-19,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,25.0,green,91.0,blue,,blue,,yellow,24.5,green,99.0,blue,,blue,,yellow,24.5,green,99.0,blue,,blue,
193,2021-08-20,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,26.5,green,91.0,blue,,blue,,yellow,25.5,green,97.0,blue,,blue,,yellow,26.0,green,99.0,blue,,blue,
194,2021-08-21,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,25.0,green,92.0,blue,,blue,,green,24.0,green,98.0,blue,,blue,,green,24.5,green,98.0,blue,,blue,
195,2021-08-22,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,26.5,green,97.0,blue,,blue,,yellow,25.5,green,98.0,blue,,blue,,yellow,26.0,green,96.0,blue,,blue,
196,2021-08-23,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,26.5,green,95.0,blue,,blue,,yellow,25.5,green,98.0,blue,,blue,,yellow,25.5,blue,,blue,,blue,
197,2021-08-24,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,28.0,green,90.0,blue,,blue,,yellow,27.0,green,98.0,blue,,blue,,yellow,27.5,blue,,blue,,blue,
198,2021-08-25,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,30.0,green,99.0,blue,,blue,,yellow,29.5,green,99.0,blue,,blue,,yellow,29.5,green,99.0,blue,,blue,
199,2021-08-26,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,28.5,blue,,blue,,blue,,green,26.0,blue,,blue,,blue,,yellow,26.0,blue,,blue,,blue,
200,2021-08-27,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
201,2021-08-28,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
202,2021-08-29,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
203,2021-08-30,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
204,2021-08-31,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
205,2021-09-01,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
206,2021-09-02,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
207,2021-09-03,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
208,2021-09-04,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
209,2021-09-05,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
210,2021-09-06,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
211,2021-09-07,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,,green,,blue,,blue,,blue,,yellow,,blue,,blue,,blue,
212,2021-09-08,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,29.0,blue,,blue,,blue,,green,28.5,blue,,blue,,blue,,green,29.0,blue,,blue,,blue,
213,2021-09-09,red,31.5,blue,,green,28.0,blue,,red,30.5,blue,,green,27.5,blue,,yellow,28.0,green,99.0,green,26.5,blue,,green,27.5,green,95.0,green,28.0,blue,,green,27.5,green,86.0,green,28.5,blue,
214,2021-09-10,green,32.5,green,97.0,green,27.0,green,98.0,green,31.0,green,99.0,green,27.5,green,99.0,green,28.0,green,99.0,green,25.5,green,99.0,green,28.0,green,93.0,green,27.5,green,91.0,green,27.5,green,63.0,green,28.5,green,73.0
215,2021-09-11,green,29.0,green,70.0,green,27.0,green,84.0,green,28.5,green,93.0,green,27.5,green,99.0,green,28.0,green,93.0,green,26.0,green,98.0,green,28.0,green,63.0,green,28.0,green,70.0,green,28.5,red,31.0,green,28.5,red,36.0
216,2021-09-12,green,29.5,red,27.0,green,27.5,green,82.0,green,28.5,yellow,56.0,green,27.5,green,99.0,green,28.0,green,74.0,green,26.0,green,99.0,green,28.5,red,36.0,green,28.5,yellow,55.0,green,29.0,red,36.0,green,29.0,yellow,47.0
217,2021-09-13,green,30.0,yellow,50.0,green,28.0,green,97.0,green,29.0,green,79.0,green,28.0,green,99.0,green,29.0,green,85.0,green,26.0,blue,,green,29.0,yellow,48.0,green,29.0,green,84.0,green,29.0,green,63.0,green,29.0,green,66.0
218,2021-09-14,green,30.0,yellow,46.0,green,28.5,green,94.0,yellow,29.0,green,66.0,green,28.5,green,97.0,green,30.5,green,81.0,blue,,blue,,yellow,29.0,red,37.0,green,29.5,green,82.0,yellow,29.5,green,66.0,green,30.0,green,66.0
219,2021-09-15,red,29.0,red,31.0,green,27.0,green,89.0,red,28.5,yellow,43.0,green,27.5,green,81.0,green,29.0,yellow,52.0,blue,29.0,blue,,green,28.5,red,29.0,green,28.5,green,75.0,green,28.5,yellow,56.0,green,28.5,yellow,52.0
220,2021-09-16,green,31.0,yellow,56.0,green,27.5,green,79.0,green,30.5,yellow,52.0,green,27.0,yellow,53.0,green,29.0,red,34.0,blue,,blue,,green,28.0,yellow,49.0,green,28.0,green,71.0,green,28.0,green,66.0,green,28.5,green,66.0
221,2021-09-17,green,29.5,red,34.0,green,28.0,green,74.0,green,28.5,yellow,51.0,green,28.0,yellow,51.0,green,29.5,yellow,44.0,blue,,blue,,green,28.5,yellow,51.0,green,28.5,green,72.0,green,29.0,green,71.0,green,29.0,yellow,52.0
222,2021-09-18,green,30.0,yellow,43.0,green,28.0,green,74.0,yellow,29.0,green,64.0,green,28.0,red,37.0,green,30.0,yellow,46.0,blue,,blue,,yellow,29.0,yellow,56.0,green,29.0,green,67.0,yellow,29.5,green,74.0,green,29.5,yellow,56.0
223,2021-09-19,green,29.0,yellow,44.0,green,27.5,green,76.0,green,28.0,green,70.0,green,27.5,red,30.0,green,29.0,yellow,48.0,blue,,blue,,green,28.0,yellow,50.0,green,28.5,green,67.0,green,28.5,green,75.0,green,29.0,yellow,52.0
224,2021-09-20,green,29.0,yellow,51.0,green,28.0,green,70.0,green,27.5,green,81.0,green,27.5,yellow,51.0,green,29.0,green,66.0,blue,,blue,,green,28.0,green,69.0,green,29.0,green,73.0,green,28.5,green,86.0,green,29.5,green,64.0
225,2021-09-21,green,27.5,yellow,56.0,green,26.0,green,73.0,green,27.0,green,82.0,green,26.0,green,64.0,green,28.5,yellow,55.0,blue,,blue,,green,27.0,green,69.0,green,27.5,green,73.0,green,27.5,green,80.0,green,28.0,yellow,48.0
226,2021-09-22,red,28.5,green,75.0,green,25.0,green,92.0,red,28.0,green,88.0,green,25.5,green,75.0,green,27.0,yellow,50.0,blue,,blue,,green,26.0,green,74.0,green,26.0,green,76.0,green,26.0,green,71.0,green,26.0,green,70.0
227,2021-09-23,red,30.5,green,82.0,green,25.0,green,94.0,red,29.5,green,92.0,green,25.0,green,76.0,green,27.0,yellow,56.0,blue,,blue,,green,26.0,green,80.0,green,26.0,green,82.0,green,25.5,green,77.0,green,26.5,green,80.0
228,2021-09-24,green,29.0,green,82.0,green,25.0,green,88.0,green,28.0,green,90.0,green,25.5,green,76.0,green,27.0,green,69.0,blue,,blue,,green,26.0,green,79.0,green,26.5,green,78.0,green,26.5,green,83.0,green,27.0,green,70.0
229,2021-09-25,green,27.0,green,74.0,green,25.0,green,82.0,green,26.5,green,86.0,green,25.5,green,81.0,green,27.0,green,73.0,blue,,blue,,green,26.5,green,85.0,green,26.5,green,77.0,green,26.5,green,79.0,green,26.5,yellow,57.0
230,2021-09-26,green,26.5,green,84.0,green,25.0,green,92.0,green,26.0,green,88.0,green,25.5,green,83.0,green,27.0,green,65.0,blue,,blue,,green,25.5,green,88.0,green,26.5,green,78.0,green,26.0,green,84.0,green,26.5,yellow,57.0
231,2021-09-27,green,28.0,green,78.0,green,26.5,green,82.0,yellow,27.0,green,85.0,yellow,26.5,green,80.0,green,28.5,green,78.0,blue,,blue,,yellow,27.5,green,86.0,green,28.0,green,83.0,yellow,28.0,green,92.0,yellow,28.0,green,76.0
232,2021-09-28,green,28.5,green,81.0,yellow,26.5,green,80.0,yellow,26.5,green,78.0,yellow,26.5,green,80.0,yellow,28.5,green,67.0,blue,,blue,,yellow,27.0,green,88.0,green,28.0,green,86.0,yellow,27.5,green,98.0,yellow,28.0,green,81.0
233,2021-09-29,green,27.5,green,75.0,green,26.0,green,82.0,yellow,26.0,green,80.0,yellow,26.0,green,86.0,green,28.0,yellow,55.0,blue,,blue,,yellow,26.0,green,90.0,green,27.5,green,82.0,yellow,26.5,green,99.0,yellow,28.0,green,84.0
234,2021-09-30,green,27.0,green,76.0,green,26.0,green,78.0,green,25.0,green,83.0,green,25.5,green,78.0,green,27.5,yellow,55.0,blue,,blue,,green,25.5,green,88.0,green,27.0,green,77.0,green,26.0,green,99.0,green,27.5,green,83.0
235,2021-10-01,green,26.5,green,72.0,green,25.5,green,79.0,green,24.5,green,79.0,green,25.0,green,79.0,green,26.5,yellow,56.0,blue,,blue,,green,25.0,green,86.0,green,26.5,green,79.0,green,25.5,green,99.0,green,27.0,green,84.0
236,2021-10-02,green,26.5,green,66.0,green,24.5,green,76.0,green,23.5,green,73.0,green,23.5,green,75.0,green,24.5,yellow,56.0,blue,,blue,,green,24.5,green,79.0,green,26.0,green,84.0,green,25.5,green,98.0,green,25.5,green,98.0
237,2021-10-03,green,26.0,yellow,56.0,green,24.5,green,74.0,green,23.5,green,73.0,green,23.0,green,69.0,green,25.0,yellow,55.0,blue,,blue,,green,24.5,green,74.0,green,25.5,green,86.0,green,25.0,green,94.0,green,25.0,green,96.0
238,2021-10-04,green,26.0,yellow,53.0,green,24.0,green,73.0,yellow,23.0,green,74.0,yellow,23.0,green,76.0,green,25.0,yellow,55.0,blue,,blue,,green,24.0,green,75.0,green,25.0,green,81.0,yellow,24.5,green,96.0,green,25.0,green,90.0
239,2021-10-05,green,25.5,yellow,50.0,green,23.5,green,69.0,green,22.0,green,69.0,green,23.0,green,73.0,green,25.0,yellow,54.0,blue,,blue,,green,23.5,green,69.0,green,25.0,green,78.0,green,24.0,green,94.0,green,25.0,green,79.0
240,2021-10-06,green,26.0,yellow,50.0,green,24.0,green,74.0,green,23.5,green,69.0,green,22.5,green,65.0,green,25.0,yellow,51.0,blue,,blue,,green,24.0,green,70.0,green,25.0,green,79.0,green,24.5,green,93.0,green,24.5,green,94.0
241,2021-10-07,green,25.5,yellow,44.0,green,23.5,green,68.0,green,22.5,green,64.0,green,22.5,yellow,55.0,green,25.0,yellow,51.0,blue,,blue,,green,23.5,green,69.0,green,24.5,green,69.0,yellow,24.0,green,95.0,green,25.0,green,86.0
242,2021-10-08,green,26.0,yellow,49.0,green,24.0,green,68.0,green,23.5,green,68.0,green,24.5,green,68.0,green,25.5,yellow,50.0,blue,,blue,,green,24.5,green,72.0,green,25.5,yellow,54.0,green,24.5,green,96.0,green,26.5,green,76.0
243,2021-10-09,green,27.0,yellow,46.0,green,26.0,green,72.0,green,25.5,green,64.0,green,25.0,yellow,56.0,green,26.5,yellow,46.0,blue,,blue,,green,26.0,green,71.0,green,26.5,green,78.0,green,26.5,green,96.0,green,26.5,green,98.0
244,2021-10-10,green,27.5,yellow,48.0,green,26.5,green,65.0,green,26.5,yellow,56.0,green,26.0,yellow,56.0,yellow,26.5,yellow,47.0,blue,,blue,,green,27.0,green,76.0,green,27.0,green,79.0,green,27.5,green,97.0,green,27.5,green,98.0
245,2021-10-11,green,25.5,yellow,47.0,green,25.0,yellow,52.0,yellow,24.0,yellow,52.0,green,24.0,yellow,52.0,green,24.5,red,37.0,blue,,blue,,green,25.0,green,67.0,green,25.5,green,76.0,green,25.5,green,97.0,green,26.0,green,99.0
246,2021-10-12,green,25.0,yellow,46.0,green,23.5,yellow,49.0,yellow,22.0,yellow,56.0,green,23.0,yellow,53.0,green,25.0,red,36.0,blue,,blue,,yellow,23.0,yellow,54.0,green,24.5,green,69.0,red,23.5,green,82.0,green,25.0,green,76.0
247,2021-10-13,green,25.0,red,36.0,green,24.0,yellow,46.0,green,23.0,yellow,52.0,green,24.0,yellow,52.0,green,25.5,red,35.0,blue,,blue,,green,23.5,yellow,52.0,green,25.5,green,69.0,green,24.0,green,90.0,green,26.0,green,77.0
248,2021-10-14,green,25.5,red,30.0,green,24.0,red,35.0,green,23.5,red,36.0,green,23.5,red,33.0,green,24.0,red,28.0,blue,,blue,,green,25.0,yellow,51.0,green,25.0,green,68.0,green,26.0,green,91.0,green,26.0,green,96.0
249,2021-10-15,green,24.5,red,25.0,green,22.5,red,29.0,yellow,20.5,red,31.0,yellow,22.0,red,32.0,green,24.0,red,19.0,blue,,blue,,green,22.5,red,30.0,green,24.5,yellow,48.0,yellow,23.0,green,66.0,green,25.0,green,71.0
250,2021-10-16,green,23.0,red,26.0,green,20.5,red,25.0,yellow,21.0,red,33.0,green,22.5,red,37.0,green,25.0,red,23.0,blue,,blue,,green,21.5,red,28.0,green,24.0,red,35.0,yellow,22.0,yellow,45.0,green,24.0,red,27.0
251,2021-10-17,green,23.0,red,33.0,green,21.0,red,28.0,red,21.5,red,31.0,yellow,22.5,red,36.0,green,24.5,red,29.0,blue,,blue,,yellow,22.0,red,34.0,green,24.0,red,37.0,red,23.0,yellow,51.0,green,24.5,red,35.0
252,2021-10-18,green,23.0,red,26.0,green,21.0,red,25.0,yellow,21.0,red,31.0,yellow,22.5,red,29.0,green,24.5,red,21.0,blue,,blue,,yellow,21.5,red,31.0,green,24.0,red,36.0,yellow,22.5,yellow,52.0,yellow,25.0,red,34.0
253,2021-10-19,green,23.0,red,25.0,green,21.0,red,22.0,green,20.0,red,28.0,yellow,21.5,red,32.0,green,23.5,red,13.0,blue,,blue,,green,21.0,red,32.0,green,23.5,red,32.0,yellow,21.5,yellow,52.0,yellow,24.0,yellow,53.0
254,2021-10-20,green,24.0,red,25.0,green,22.0,red,29.0,green,21.0,red,27.0,green,22.5,red,29.0,green,24.0,red,15.0,blue,,blue,,green,22.0,red,36.0,green,24.0,yellow,54.0,green,22.5,green,80.0,green,25.0,green,69.0
255,2021-10-21,green,23.0,red,36.0,green,21.0,red,35.0,green,18.5,red,32.0,yellow,19.5,red,36.0,green,22.5,red,20.0,green,,blue,,green,20.5,red,32.0,green,23.0,green,67.0,green,20.5,green,75.0,yellow,22.0,green,77.0
256,2021-10-22,green,22.0,red,33.0,green,19.5,red,25.0,red,16.0,red,28.0,yellow,19.5,red,33.0,green,23.0,red,10.0,yellow,21.5,red,34.0,yellow,18.5,yellow,52.0,green,22.5,yellow,50.0,yellow,18.0,green,74.0,yellow,22.5,yellow,56.0
257,2021-10-23,green,21.5,red,33.0,green,19.0,red,28.0,green,17.5,red,21.0,green,19.0,red,27.0,green,23.0,red,8.0,green,21.0,red,29.0,green,18.5,yellow,44.0,green,22.5,yellow,53.0,green,19.0,green,73.0,yellow,21.5,yellow,51.0
258,2021-10-24,green,24.0,red,36.0,green,22.5,red,27.0,green,22.0,red,16.0,green,21.5,red,23.0,yellow,23.0,red,3.0,yellow,22.0,red,19.0,green,23.0,red,32.0,green,23.5,green,74.0,green,23.5,green,90.0,green,23.5,green,89.0
259,2021-10-25,green,22.0,red,34.0,green,20.0,red,28.0,yellow,17.0,red,15.0,yellow,17.5,red,21.0,green,21.0,red,6.0,green,19.5,red,20.0,green,19.0,yellow,48.0,green,22.0,green,70.0,green,19.0,green,81.0,yellow,20.5,green,82.0
260,2021-10-26,green,21.0,red,37.0,green,18.5,red,24.0,green,17.5,red,23.0,yellow,19.5,red,26.0,green,22.0,red,9.0,yellow,21.5,red,23.0,yellow,18.5,yellow,51.0,green,22.5,yellow,54.0,yellow,19.5,green,77.0,yellow,23.0,yellow,47.0
261,2021-10-27,green,21.5,red,34.0,green,19.0,red,27.0,green,17.0,red,20.0,yellow,19.0,red,15.0,green,21.5,red,7.0,green,20.5,red,18.0,green,18.0,yellow,54.0,green,22.5,green,70.0,yellow,19.0,green,84.0,green,22.5,yellow,55.0
262,2021-10-28,green,22.0,yellow,51.0,green,19.5,red,35.0,green,17.0,red,32.0,green,17.0,red,29.0,green,20.5,red,15.0,green,19.5,red,23.0,green,18.5,yellow,51.0,green,22.0,green,73.0,green,19.5,green,73.0,green,20.5,green,79.0
263,2021-10-29,green,22.5,red,32.0,green,19.5,red,26.0,green,16.5,red,17.0,yellow,17.0,red,19.0,green,20.0,red,2.0,green,19.5,red,12.0,green,19.0,red,32.0,green,22.0,green,74.0,green,19.5,yellow,56.0,green,20.0,green,79.0
264,2021-10-30,green,22.0,red,33.0,green,19.5,red,26.0,yellow,16.0,red,16.0,yellow,16.5,red,15.0,yellow,21.0,red,5.0,yellow,19.0,red,7.0,yellow,18.5,red,36.0,green,21.5,green,70.0,yellow,18.5,green,70.0,yellow,20.0,green,75.0
265,2021-10-31,green,21.0,yellow,52.0,green,18.5,red,25.0,red,15.0,red,16.0,red,18.0,red,17.0,green,21.5,red,5.0,yellow,21.0,red,5.0,yellow,17.0,yellow,55.0,green,22.0,green,68.0,red,17.0,green,77.0,yellow,22.0,yellow,51.0
266,2021-11-01,green,20.0,yellow,50.0,green,17.0,red,27.0,red,16.0,red,18.0,green,19.0,red,18.0,green,23.0,red,5.0,green,22.0,red,8.0,green,17.0,yellow,57.0,green,22.0,yellow,50.0,yellow,18.5,green,71.0,green,22.0,red,34.0
267,2021-11-02,green,21.0,yellow,49.0,green,17.5,red,30.0,red,18.0,red,26.0,green,18.5,red,23.0,green,23.0,red,8.0,green,21.5,red,5.0,yellow,18.5,green,64.0,green,22.0,yellow,50.0,red,20.0,green,73.0,green,22.0,red,34.0
268,2021-11-03,green,20.5,yellow,52.0,green,17.5,red,35.0,red,18.5,red,22.0,green,19.0,red,18.0,green,22.5,red,6.0,green,21.5,red,5.0,yellow,19.0,yellow,44.0,green,22.0,yellow,48.0,yellow,18.5,green,70.0,green,22.0,red,32.0
269,2021-11-04,green,20.5,yellow,50.0,green,17.5,red,33.0,red,19.0,red,29.0,green,19.0,red,26.0,green,22.5,red,12.0,green,21.0,red,6.0,yellow,19.0,red,36.0,green,21.5,yellow,50.0,yellow,17.0,green,65.0,green,22.0,red,35.0
270,2021-11-05,green,21.5,yellow,51.0,green,17.5,red,34.0,red,19.5,red,21.0,red,19.0,red,22.0,green,23.0,red,10.0,yellow,21.0,red,6.0,yellow,19.0,red,35.0,green,22.0,yellow,52.0,green,15.0,green,82.0,yellow,22.5,red,33.0
271,2021-11-06,yellow,21.5,yellow,48.0,green,18.0,red,35.0,red,19.5,red,22.0,red,19.0,red,25.0,yellow,23.0,red,11.0,yellow,20.5,red,8.0,yellow,18.0,red,37.0,green,22.0,yellow,55.0,red,14.0,green,90.0,yellow,22.5,red,31.0
272,2021-11-07,green,21.5,yellow,54.0,green,19.0,red,31.0,yellow,18.5,red,31.0,yellow,18.5,red,26.0,yellow,22.5,red,9.0,yellow,20.5,red,8.0,yellow,19.0,red,33.0,green,22.0,green,52.0,yellow,16.5,green,98.0,yellow,22.0,yellow,56.0
273,2021-11-08,red,21.5,green,69.0,green,20.5,red,33.0,red,20.5,red,34.0,red,19.0,red,28.0,green,25.0,red,9.0,yellow,20.0,red,12.0,green,17.5,green,83.0,green,22.0,green,74.0,green,16.5,green,86.0,yellow,21.5,green,79.0
274,2021-11-09,green,23.0,green,68.0,green,20.5,red,34.0,green,23.0,green,69.0,green,17.0,red,31.0,green,25.0,red,6.0,green,18.5,red,12.0,green,18.0,green,72.0,green,22.0,green,70.0,green,18.0,green,66.0,green,19.5,green,93.0
275,2021-11-10,green,21.0,red,27.0,green,21.0,red,36.0,green,20.0,red,35.0,green,18.0,red,30.0,green,21.5,red,25.0,green,18.5,red,12.0,green,20.0,red,29.0,green,22.5,green,71.0,green,23.0,red,34.0,green,20.0,green,91.0
276,2021-11-11,green,21.5,red,21.0,green,20.5,red,36.0,green,23.0,red,27.0,red,17.5,red,31.0,green,20.5,red,22.0,yellow,18.0,red,21.0,green,19.5,red,27.0,green,22.5,green,66.0,green,22.5,red,35.0,yellow,20.5,green,76.0
277,2021-11-12,red,22.5,red,36.0,green,20.0,red,33.0,red,24.0,red,36.0,yellow,16.5,red,35.0,green,20.0,red,22.0,green,19.0,red,23.0,green,19.0,red,36.0,green,22.0,green,70.0,green,21.5,red,23.0,green,19.5,green,67.0
278,2021-11-13,red,24.5,red,32.0,green,19.5,red,35.0,red,25.5,red,33.0,green,18.5,red,29.0,green,20.0,red,22.0,green,20.5,red,14.0,green,18.5,red,34.0,green,22.0,yellow,55.0,green,20.5,red,19.0,green,20.0,yellow,48.0
279,2021-11-14,red,23.5,red,35.0,green,20.0,red,32.0,red,24.5,red,35.0,green,17.5,red,35.0,green,20.0,red,20.0,green,19.0,red,27.0,green,19.0,red,30.0,green,22.0,yellow,57.0,green,21.0,red,25.0,green,19.0,yellow,47.0
280,2021-11-15,green,24.0,yellow,44.0,green,18.5,yellow,49.0,green,24.0,yellow,48.0,yellow,18.0,green,74.0,green,19.5,red,25.0,green,19.5,red,32.0,green,19.5,red,31.0,green,23.0,yellow,56.0,green,22.0,red,22.0,green,21.5,red,30.0
281,2021-11-16,green,21.5,red,27.0,green,19.5,yellow,54.0,green,21.0,red,22.0,green,18.5,green,70.0,green,20.0,red,26.0,green,20.5,yellow,45.0,green,21.0,red,30.0,green,22.0,green,76.0,blue,22.5,blue,,green,22.0,yellow,54.0
