,Date (America/Chicago),"Maschhoff_TPLJ_RM1_C Temp shock - color
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C Temp (°C) - data
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C ReHS - color
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_C ReHS - data
 (MO201601-W9GJRDGS)","Maschhoff_TPLJ_RM1_E Temp shock - color
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E Temp (°C) - data
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E ReHS - color
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_E ReHS - data
 (MO202701-QRND87D5)","Maschhoff_TPLJ_RM1_W Temp shock - color
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W Temp (°C) - data
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W ReHS - color
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM1_W ReHS - data
 (MO201601-CM9R2MZ9)","Maschhoff_TPLJ_RM2_C Temp shock - color
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C Temp (°C) - data
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C ReHS - color
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_C ReHS - data
 (MO201301-4TG24WHN)","Maschhoff_TPLJ_RM2_E Temp shock - color
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E Temp (°C) - data
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E ReHS - color
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_E ReHS - data
 (MO202501-DPMVN7MV)","Maschhoff_TPLJ_RM2_W Temp shock - color
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W Temp (°C) - data
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W ReHS - color
 (MO201301-MLJQ4R57)","Maschhoff_TPLJ_RM2_W ReHS - data
 (MO201301-MLJQ4R57)"
334,2022-04-14,green,24.5,green,74.0,yellow,25.5,red,7.0,yellow,21.5,red,12.0,green,18.0,red,37.0,green,17.0,red,39.0,green,20.0,yellow,55.0
335,2022-04-15,green,24.0,green,76.0,yellow,24.5,red,8.0,red,21.0,red,14.0,green,18.0,red,40.0,green,17.5,red,33.0,green,20.0,green,66.0
336,2022-04-16,green,23.5,green,73.0,yellow,24.0,red,8.0,yellow,21.0,red,20.0,green,18.0,red,39.0,yellow,16.5,yellow,50.0,green,19.5,green,68.0
337,2022-04-17,green,23.5,green,77.0,yellow,25.0,red,8.0,yellow,19.5,red,14.0,green,18.0,red,36.0,green,15.5,yellow,43.0,green,20.0,yellow,59.0
338,2022-04-18,green,23.0,green,76.0,yellow,24.5,red,10.0,yellow,20.0,red,14.0,green,17.5,red,37.0,yellow,15.5,red,39.0,green,19.0,yellow,56.0
339,2022-04-19,green,23.5,green,72.0,yellow,24.5,red,10.0,green,20.5,red,10.0,green,17.0,red,38.0,green,15.5,red,37.0,green,19.0,green,61.0
340,2022-04-20,green,22.0,green,78.0,yellow,23.0,red,6.0,green,20.5,red,8.0,green,18.5,red,31.0,green,15.5,red,40.0,green,19.0,green,71.0
341,2022-04-21,green,22.5,green,78.0,green,23.0,red,8.0,green,21.5,red,14.0,green,19.5,yellow,54.0,green,18.0,yellow,54.0,green,21.0,green,78.0
342,2022-04-22,green,22.5,green,83.0,green,23.0,red,11.0,green,23.0,red,34.0,green,22.0,green,74.0,green,21.5,yellow,60.0,green,22.0,green,94.0
343,2022-04-23,yellow,22.5,green,96.0,green,23.0,red,17.0,yellow,22.5,yellow,47.0,yellow,23.5,green,84.0,yellow,23.0,green,71.0,yellow,23.0,green,97.0
344,2022-04-24,green,20.0,green,76.0,yellow,21.0,red,8.0,green,19.0,red,16.0,green,19.0,green,66.0,green,17.0,green,69.0,green,19.0,green,88.0
345,2022-04-25,green,20.5,green,78.0,yellow,22.0,red,12.0,yellow,18.5,red,26.0,green,17.5,green,69.0,green,17.5,green,77.0,green,18.5,green,92.0
346,2022-04-26,green,21.5,green,76.0,green,22.5,red,10.0,green,21.0,red,28.0,green,18.5,green,71.0,yellow,18.0,green,81.0,green,19.5,green,85.0
347,2022-04-27,green,20.5,green,80.0,green,21.5,red,13.0,green,20.5,red,31.0,green,19.5,green,69.0,green,19.0,green,84.0,green,19.5,green,94.0
348,2022-04-28,green,21.0,green,86.0,green,22.0,red,21.0,green,21.5,red,39.0,green,21.0,green,80.0,green,20.5,green,86.0,green,20.5,green,94.0
349,2022-04-29,green,19.0,green,97.0,green,21.0,red,23.0,green,21.0,yellow,56.0,green,20.5,green,78.0,green,20.0,green,80.0,green,20.0,green,96.0
350,2022-04-30,green,19.0,green,93.0,green,20.5,red,28.0,green,19.5,yellow,47.0,green,19.0,green,81.0,green,18.5,green,82.0,green,19.0,green,96.0
351,2022-05-01,green,19.0,green,86.0,green,20.0,red,29.0,green,18.5,yellow,47.0,green,18.5,green,86.0,green,18.0,green,87.0,green,18.5,green,96.0
352,2022-05-02,green,19.5,green,87.0,green,20.0,red,33.0,green,19.0,yellow,44.0,green,18.0,green,87.0,green,16.0,green,87.0,green,17.5,green,98.0
353,2022-05-03,green,19.0,green,84.0,green,19.5,red,31.0,green,19.0,red,40.0,green,18.0,green,88.0,yellow,16.0,green,91.0,green,18.0,green,95.0
354,2022-05-04,green,18.5,green,88.0,green,19.5,red,28.0,green,19.5,yellow,53.0,green,18.5,green,83.0,green,17.5,green,86.0,green,18.0,green,96.0
355,2022-05-05,green,18.0,green,98.0,green,19.5,red,36.0,green,19.5,green,69.0,green,19.0,green,85.0,green,18.0,green,89.0,green,18.5,green,97.0
356,2022-05-06,green,19.5,green,97.0,green,20.5,red,34.0,green,20.5,green,78.0,yellow,20.0,green,89.0,yellow,20.0,green,88.0,yellow,19.5,green,97.0
357,2022-05-07,green,20.0,green,98.0,green,21.0,red,31.0,green,21.0,green,83.0,green,21.0,green,89.0,green,20.5,green,89.0,green,20.5,green,96.0
358,2022-05-08,green,19.0,green,99.0,green,20.0,red,40.0,green,20.0,green,83.0,green,20.0,green,94.0,green,19.5,green,89.0,green,19.0,green,96.0
359,2022-05-09,red,24.5,green,98.0,red,25.0,yellow,58.0,red,25.0,green,87.0,red,25.5,green,96.0,red,25.0,green,96.0,red,25.0,green,99.0
360,2022-05-10,yellow,22.0,green,97.0,green,23.0,yellow,57.0,green,23.0,green,93.0,green,23.0,green,96.0,green,22.5,green,95.0,green,22.5,green,99.0
361,2022-05-11,yellow,27.0,green,97.0,yellow,27.0,green,78.0,yellow,27.5,green,97.0,yellow,27.5,green,95.0,yellow,27.0,green,95.0,yellow,27.5,green,98.0
362,2022-05-12,red,28.0,green,99.0,red,28.0,green,79.0,red,28.5,green,99.0,red,27.5,green,96.0,red,27.5,green,96.0,red,28.0,green,99.0
363,2022-05-13,red,21.5,green,98.0,yellow,22.5,green,78.0,red,22.5,green,97.0,yellow,23.0,green,96.0,red,22.0,green,93.0,red,22.5,green,96.0
364,2022-05-14,yellow,22.0,green,98.0,yellow,22.5,green,78.0,yellow,23.0,green,97.0,green,22.5,green,93.0,yellow,22.0,green,93.0,yellow,22.0,green,95.0
365,2022-05-15,red,20.0,green,97.0,yellow,21.0,green,79.0,yellow,21.0,green,93.0,green,21.0,green,96.0,yellow,20.5,green,91.0,yellow,20.5,green,97.0
366,2022-05-16,red,21.5,green,96.0,yellow,22.5,green,79.0,yellow,22.5,green,96.0,yellow,21.5,green,95.0,yellow,22.0,green,93.0,yellow,22.0,green,97.0
367,2022-05-17,green,19.5,green,98.0,green,20.5,green,76.0,green,20.5,green,97.0,green,21.5,green,97.0,green,21.0,green,96.0,green,20.0,green,96.0
368,2022-05-18,red,22.0,green,97.0,yellow,22.5,green,81.0,yellow,23.0,green,96.0,yellow,23.0,green,97.0,red,22.5,green,94.0,yellow,22.5,green,99.0
369,2022-05-19,red,24.5,green,97.0,red,25.0,green,80.0,red,25.5,green,98.0,red,26.0,green,96.0,red,25.5,green,97.0,red,25.0,green,99.0
370,2022-05-20,green,18.5,green,99.0,green,20.0,green,77.0,green,19.5,green,95.0,green,21.0,green,96.0,green,20.0,green,93.0,yellow,19.5,green,99.0
371,2022-05-21,green,16.5,green,99.0,yellow,18.0,green,76.0,yellow,18.0,green,88.0,yellow,18.0,green,96.0,green,18.0,green,86.0,green,18.0,green,95.0
372,2022-05-22,yellow,17.5,green,98.0,yellow,19.0,green,80.0,green,18.0,green,93.0,yellow,19.0,green,92.0,yellow,17.5,green,93.0,yellow,18.5,green,97.0
373,2022-05-23,green,17.5,green,99.0,green,18.5,green,86.0,green,18.5,green,96.0,green,19.5,green,94.0,green,19.5,green,88.0,green,19.0,green,97.0
374,2022-05-24,green,16.5,green,97.0,green,18.0,green,81.0,green,18.0,green,93.0,green,19.0,green,94.0,green,19.0,green,81.0,green,18.5,green,92.0
375,2022-05-25,green,16.0,green,97.0,green,17.5,green,73.0,green,17.0,green,91.0,green,17.5,green,92.0,green,18.0,green,64.0,green,17.5,green,97.0
376,2022-05-26,yellow,16.0,green,98.0,yellow,17.5,green,77.0,green,17.0,green,88.0,yellow,17.5,green,94.0,yellow,17.5,green,80.0,green,18.0,green,94.0
377,2022-05-27,yellow,20.0,green,99.0,green,20.0,green,81.0,yellow,21.0,green,93.0,yellow,20.5,green,96.0,yellow,20.5,green,88.0,green,21.0,green,96.0
378,2022-05-28,yellow,24.5,green,97.0,yellow,24.5,green,84.0,yellow,25.0,green,98.0,yellow,25.5,green,97.0,red,25.0,green,93.0,yellow,25.0,green,99.0
379,2022-05-29,green,25.5,green,98.0,green,25.0,green,91.0,green,26.0,green,96.0,green,25.5,green,95.0,green,25.0,green,95.0,green,26.0,green,98.0
380,2022-05-30,red,25.5,green,98.0,yellow,25.0,green,89.0,yellow,26.0,green,99.0,red,25.0,green,95.0,red,25.0,green,93.0,yellow,25.5,green,87.0
381,2022-05-31,yellow,21.0,green,99.0,green,21.5,green,82.0,yellow,21.5,green,96.0,green,22.0,green,86.0,green,21.0,green,87.0,yellow,22.0,yellow,42.0
382,2022-06-01,yellow,19.0,green,99.0,yellow,20.0,green,82.0,yellow,19.5,green,95.0,yellow,20.0,green,78.0,green,19.5,green,77.0,yellow,20.5,green,82.0
383,2022-06-02,red,20.0,green,97.0,red,20.5,green,84.0,red,21.0,green,93.0,yellow,21.0,green,66.0,red,21.0,red,25.0,red,21.0,green,79.0
384,2022-06-03,yellow,20.5,green,99.0,yellow,21.0,green,77.0,yellow,21.5,green,91.0,yellow,21.0,green,73.0,red,21.0,red,37.0,yellow,22.0,green,67.0
385,2022-06-04,green,20.0,green,98.0,green,21.0,green,65.0,green,21.0,green,95.0,green,21.5,green,74.0,green,21.0,red,32.0,green,21.0,green,91.0
386,2022-06-05,green,21.5,green,95.0,green,22.0,yellow,56.0,green,22.0,green,91.0,green,22.5,yellow,47.0,green,22.0,red,18.0,green,22.5,green,93.0
387,2022-06-06,green,21.0,green,99.0,green,21.5,yellow,46.0,green,21.5,green,96.0,green,21.5,red,39.0,green,21.0,red,20.0,green,22.0,green,98.0
388,2022-06-07,green,21.0,green,98.0,green,21.5,red,37.0,green,21.5,green,91.0,green,22.0,yellow,55.0,green,21.0,red,39.0,green,22.0,green,99.0
389,2022-06-08,yellow,21.0,green,97.0,yellow,21.5,red,31.0,yellow,21.5,green,93.0,yellow,22.0,green,77.0,yellow,21.5,yellow,58.0,yellow,22.0,green,99.0
390,2022-06-09,green,20.0,green,99.0,green,20.5,red,31.0,green,20.5,green,85.0,green,21.0,green,87.0,green,21.0,green,81.0,green,21.5,green,99.0
391,2022-06-10,green,22.0,green,98.0,green,22.0,red,34.0,green,22.5,green,94.0,green,23.0,green,94.0,green,22.5,green,84.0,green,22.5,green,98.0
392,2022-06-11,yellow,24.0,green,97.0,yellow,24.0,green,72.0,yellow,24.5,green,98.0,yellow,24.0,green,96.0,yellow,23.5,green,87.0,yellow,24.5,green,96.0
393,2022-06-12,yellow,26.0,green,99.0,yellow,25.5,green,82.0,yellow,26.5,green,96.0,yellow,26.0,green,97.0,yellow,26.0,green,87.0,yellow,26.5,green,98.0
394,2022-06-13,yellow,30.0,green,98.0,yellow,29.5,green,86.0,yellow,30.5,green,99.0,yellow,30.0,green,98.0,yellow,30.0,green,89.0,yellow,30.0,green,98.0
395,2022-06-14,yellow,30.5,green,99.0,yellow,29.5,green,87.0,yellow,30.5,green,99.0,red,30.0,green,93.0,red,30.0,green,84.0,red,30.5,green,98.0
396,2022-06-15,green,22.5,green,99.0,green,22.0,green,91.0,green,23.0,green,97.0,green,22.5,green,94.0,green,22.0,green,89.0,green,23.0,green,99.0
397,2022-06-16,red,25.0,green,99.0,red,25.0,green,84.0,red,25.0,green,96.0,red,25.0,green,96.0,red,25.0,green,95.0,red,25.0,green,99.0
